,ID,Model Year of Purchase,Age Bracket,Total # Children In Household,Children Under 6,Children 6 To 12,Children 13 To 17,People 18 or Older,Buyer Innovation Tendency - Statements that Best Describe You,I'm Curious and Open to Experiences,Luxury is Not Important Unless it Has Purpose,Driving is one of my favorite things to do,"When I drive for fun, I mainly prefer to relax and listen to music or talk",I want vehicles that provide that open-air driving experience,I prefer a vehicle that has the capability to outperform others,I prefer vehicles that provide superior acceleration,I prefer vehicles that provide superior handling and cornering agility,I prefer a balance of comfort and performance,"I prefer vehicles that provide the softest, most comfortable ride quality",I just want the basics on my vehicle - no extras,"I prefer vehicles that project a tough, workman-like image",Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,I want to be able to tow heavy loads,I want to be able to traverse any terrain,I make all large vehicle decisions with my family's best interest in mind,My vehicle gives me a feeling of adventure,My vehicle is my sanctuary,Fuel economy is a leading consideration in my purchase decision,"I want a basic, no-frills vehicle that does the job",I see my vehicle as an extension of my personality,Price is most important to me when buying a new vehicle,I will easily switch brands for price or features,There are lots of different brands of vehicles that I would consider buying,I want a vehicle that provides the quietest interior,I want to look good when driving my vehicle,I want my vehicle to stand out in a crowd,I want the most versatility in my interior,I would pay significantly more for environmentally friendly vehicle,My vehicle is a reflection of my achievement,I chose my vehicle to reward myself for my hard work,The brand of vehicle I buy makes a statement about who I am,Your Involvement in Purchase Decision (%),How Likely to Recommend Own Vehicle Brand,How Likely to Recommend Purchase Dealership,Overall Exterior Styling,Appearance of Wheels & Rims,Appearance of Tires,Headlight Design,Overall Exterior Workmanship,Sound of Doors/Trunk/Hatch Shutting,Overall Driving Performance,Fun To Drive,Ground Clearance,Riding Comfort,Maneuverability,Road Holding Ability,Handling,Overall Power and Pickup,Acceleration From Stop,Passing Capability,Overall Interior Styling,Interior Colors,Overall Interior Workmanship,Quality of Interior Materials,Instrument Panel,Overall Interior Design,Ease of Front Seat Entry,Front Seat Roominess,Passenger Seating Capacity,Interior Storage,Interior Roominess,Cargo Capacity,Cupholders,Ease of Loading/Unloading Cargo,Comfort of Front Seat,Driver Seat Adjustability,Driver Armrests,Seating Versatility/Stowaway,Overall Performance of Sound System,Overall Quietness,CVT,Smoothness of Transmission,Overall Impression of Durability/Reliability,Overall Safety of the Vehicle,Overall Thoughtful Engineering,Placement/Ease of Reading and Using Controls,Electronic Displays of Information,Usefulness of Trunk/Cargo Area,"Flat Tire Preparedness (spare, run-flat, etc.)",Safety Features,Front Visibility,Rear Visibility,Braking,Overall Value for the Money,Price/Deal Offered,Future Trade-In or Resale Value,Warranty Coverage,Technical Innovations,Level of Standard Equipment,Fuel Economy/Mileage,Affordable to Buy,Overall Environmental Friendliness,Overall Brand Image,Reputation/Prestige of Manufacturer,Past Experience With Brand,Dealer Location,Dealer Reputation,Overall Experience with Selling Dealership,Overall Experience with Service Department,Advertising/Promotion,Advice of Friends/Relatives,Magazine/Newspaper/TV Reviews,Overall Seat Comfort,Overall Interior Versatility,Overall Image of the Vehicle,4WD/AWD Availability,Navigation System,Discount/Rebate/Incentive,Towing Capability,"Interest Rate, Credit Terms",Leasing Terms,Audiovisual System,Ease Of Customizing,Engine Performance,"Connectivity (WiFi, Bluetooth, etc.)","Interactive Information System (OnStar, mbrace, iDrive, etc.)",Driving Distance on Full Tank/Charge,Family needs changed,Previous vehicle was damaged or had to be replaced,Wanted a vehicle with a new image,Impulse - I just wanted a new vehicle,New model caught my attention,Previous vehicle too old/needed repairs,Changed/Moved to a new location
Instrument Panel,0.00971131354335,0.0696203717651,0.047187882452,-0.0390016065057,-0.0239526741764,-0.029305716865,-0.017401079264,0.00046184510724,0.122400507627,0.204832631835,0.031322171682,0.302401460049,0.254527141569,0.274143770352,0.342011491761,0.356319004888,0.380406340439,0.379882818246,0.289934547704,-0.063384897983,0.184286508956,0.161117807631,0.175209705073,0.179241293281,0.140216331727,0.348695887867,0.310976263805,0.102513934715,-0.0603423428778,0.311692949488,0.102615265833,0.0189428087562,0.0181493206328,0.322917902638,0.329030911634,0.34154548695,0.392363242796,0.172928740721,0.301511690211,0.284335779728,0.283334529944,0.0484733689486,0.240938409497,0.210702040605,0.526056506047,0.506632763071,0.499272014512,0.551099923811,0.551813931264,0.484628066859,0.463298138839,0.518536878359,0.492463780675,0.522680021883,0.554079250439,0.552318802873,0.543512913586,0.558415154672,0.545848537702,0.563231555219,0.637033175677,0.589220223021,0.635356860298,0.645395607972,1.0,0.65917271967,0.61337612114,0.607672215899,0.532109282776,0.597620472045,0.592125000746,0.572622212116,0.609021158269,0.600142905038,0.611035816159,0.612696116365,0.560844772395,0.570386188991,0.605034586362,0.599020364997,0.466122994832,0.562451885775,0.467826782449,0.440606882347,0.53631590355,0.659967506484,0.654643399863,0.589866245946,0.410444096559,0.462634957062,0.486580472688,0.470160244308,0.489575421161,0.348720885691,0.317159646058,0.425349987648,0.432350304718,0.588565611773,0.58090507759,0.320447843136,0.296535121107,0.394586483938,0.471662655682,0.465033747312,0.34149952369,0.377357664853,0.440145981008,0.427217263528,0.441269223447,0.37799993582,0.266068398601,0.341719712312,0.618947320743,0.649563391563,0.522190076963,0.321599303007,0.449353873284,0.341909768539,0.333144797554,0.310148942134,0.228051924598,0.578899069491,0.385791224855,0.535950872678,0.52370215139,0.496558805773,0.389480215787,-0.00345372233899,-0.0239241743482,0.0893881727889,0.00887407710253,0.0104719193665,0.0131763442486,
Overall Interior Design,0.0485178016784,0.086940637373,-0.00950180756062,-0.0319092427894,-0.019413863331,-0.0204724534434,-0.0187504416363,0.00450606876519,0.131241556391,0.231811602917,0.00440082963986,0.281315389764,0.259579584349,0.270817553513,0.335946382028,0.346319213248,0.367002944957,0.406511130117,0.277125236887,-0.113532432253,0.124018182648,0.119122417017,0.111230473597,0.12209813339,0.110222859375,0.350448832175,0.302733097894,0.0444510952186,-0.121187193248,0.348436266062,0.067785140989,-0.0116931252598,-0.00297523234479,0.306936758443,0.37119470987,0.375452582144,0.409457765453,0.132807108471,0.29830765972,0.303573713906,0.300388095809,0.0591776377887,0.26038612242,0.203341749977,0.647684069215,0.550704227426,0.519929189823,0.575382081965,0.673015986594,0.457875087294,0.521047596037,0.582408898906,0.44894094091,0.576526966682,0.575338681007,0.564478540773,0.572063017417,0.559347724061,0.528001763096,0.545944133263,0.825062167324,0.745854414661,0.850250693484,0.859477929638,0.65917271967,1.0,0.668796436371,0.655205098758,0.508781589161,0.5701388975,0.604599682706,0.504931206682,0.508769721266,0.543077138564,0.641008156707,0.609794658558,0.536931454591,0.543286599627,0.613684975382,0.596001447594,0.405000769806,0.551338469135,0.500585866919,0.45597976937,0.548461121869,0.601620503037,0.575516491273,0.517895549477,0.347663357886,0.466272547426,0.497465473687,0.461900362855,0.488506512512,0.362861312643,0.330203021556,0.381948192037,0.410158549195,0.546998049446,0.573653821289,0.303307232386,0.298255384145,0.35053431634,0.472581949789,0.464001502699,0.332681612722,0.339857824549,0.417675247895,0.417407899431,0.414720345857,0.325322487464,0.228594226342,0.303269962022,0.642674948303,0.674460491603,0.564581226659,0.282103229758,0.392749612159,0.31931335127,0.266066686387,0.289916683541,0.196167770523,0.546590608973,0.340643963453,0.54422153981,0.516526295251,0.448311893276,0.359539997395,-0.0092097097371,-0.0247534586112,0.10813152959,0.01385655546,0.0108843724477,0.0107694011924,
Ease of Front Seat Entry,0.00267542892311,0.017965923953,0.0687346327166,-0.0539442675218,-0.0242705870546,-0.0356709136253,-0.0383902741771,0.0110795205692,0.0587008592793,0.158645616182,0.0479975533301,0.253390614324,0.236106044704,0.264635716382,0.264597309429,0.283383831363,0.332922911418,0.393409735025,0.362308179113,-0.00311580015527,0.191530688956,0.161156940236,0.154466939326,0.157865302819,0.140120021903,0.308898217468,0.260923756361,0.138568081806,0.00116873849986,0.258996576136,0.147132564522,0.0151232029868,0.00445040240876,0.332123002831,0.291272612559,0.280193310575,0.357100691449,0.139522311986,0.25945424788,0.253167455227,0.231482502678,0.0273332691433,0.235225506316,0.204179086358,0.483855902137,0.440545370869,0.462020127509,0.480622284827,0.521761264587,0.459560017011,0.481562077159,0.489139715305,0.517452704771,0.600412533106,0.574565694977,0.563557971239,0.565084842915,0.527630684974,0.513913778783,0.530319946407,0.612837599029,0.584607194771,0.643447260626,0.670786390227,0.61337612114,0.668796436371,1.0,0.847010595659,0.57037815233,0.602624589473,0.657384315511,0.55931518982,0.534428155223,0.616930243281,0.665559923024,0.677504436143,0.571686175879,0.586757535287,0.549068259045,0.596857978802,0.473976408101,0.575397196557,0.465077097969,0.470470679191,0.496203828586,0.606168599702,0.548108575695,0.570035537448,0.428561098407,0.488036309171,0.536446747618,0.525875769104,0.529117536595,0.384583771491,0.354782153083,0.426016505848,0.469495339,0.492435803901,0.538267241378,0.352531538421,0.352322871722,0.396773775027,0.45694998096,0.474943734832,0.330475890861,0.39456476917,0.468937383171,0.451458709339,0.461158775281,0.371810408311,0.271564585377,0.288200612313,0.671179611028,0.647829237761,0.501821772898,0.306935227482,0.386436684037,0.362449181755,0.335443916545,0.34650004605,0.223405878075,0.475926753487,0.338511621825,0.538164875919,0.431424115325,0.434660405205,0.430035282939,-0.00678969085298,-0.00306549399325,0.0629922292334,0.0117208933829,0.019492292537,0.0167189172169,
Front Seat Roominess,-0.00310313226419,0.0196737649595,0.0398816296256,-0.0413771573943,-0.0204977392433,-0.029851359211,-0.0253074656706,0.0161390481837,0.0671444878212,0.161879370694,0.0394502328686,0.256413236803,0.248609649787,0.245327318136,0.262277042785,0.284758373453,0.334423683758,0.393369852939,0.363466362931,-0.0219405677859,0.177362923002,0.151831158463,0.137577521378,0.14922539272,0.14581572415,0.30075414857,0.260513464049,0.128821393389,-0.0191251219383,0.252600775323,0.147326422927,0.0195003313527,0.0188411750784,0.334531360748,0.293928903435,0.277718854521,0.360200601738,0.112324951585,0.252832123163,0.246035790306,0.216111705211,0.0312429817563,0.237020447814,0.207666576801,0.486193214035,0.43414349342,0.44643428735,0.468384955285,0.514247604496,0.434487189652,0.499107609672,0.492893066456,0.486172913539,0.62177155376,0.577339017054,0.570734118152,0.577407299772,0.524513538701,0.508175489075,0.527334058594,0.609754716578,0.568173385331,0.630508606393,0.652456838227,0.607672215899,0.655205098758,0.847010595659,1.0,0.590862487001,0.60590621466,0.711035307562,0.552278774708,0.51975591383,0.596482862903,0.701443963623,0.680576534704,0.571826225838,0.566223270965,0.552145289895,0.602353687392,0.456118764249,0.575647679981,0.475158899087,0.48013511868,0.492276990175,0.593060404838,0.540691997286,0.563307742512,0.400422405776,0.491654165162,0.540318471032,0.524450464448,0.531242559614,0.397650886743,0.362317788791,0.406142660409,0.458479900842,0.486025766552,0.528529727676,0.364350493184,0.356993280349,0.370256187829,0.448474076025,0.456769582652,0.317849603726,0.36248480549,0.448697751108,0.43712984012,0.439764496076,0.353373475305,0.253644698746,0.273695149814,0.704555370733,0.641745232002,0.488341744472,0.289538194028,0.37123810302,0.355387735272,0.310452548246,0.330662112038,0.210879298593,0.474237820137,0.32414063385,0.540142264589,0.443580832143,0.418232309316,0.430496130521,0.002011234473,-0.00215823404387,0.0703148066788,0.0124052587399,0.0138274497768,0.0159520031876,
Passenger Seating Capacity,-0.0261410963243,-0.0154211276992,-0.0912304861562,0.102563602972,0.082988212716,0.0681703402788,0.0405261860063,0.0471108278611,0.0627811254101,0.17987403987,0.0681623242747,0.245988094503,0.240467641537,0.293764066685,0.279769059212,0.293481369541,0.305587000051,0.339596858643,0.377817407495,0.0707766060272,0.252405083195,0.208173839688,0.265692042811,0.260511041144,0.247933527049,0.314586434488,0.269492162368,0.171860758855,0.088795367164,0.269789851414,0.219290189773,0.0770082186988,0.0761724617195,0.311965715781,0.310435594762,0.282563577368,0.360146358526,0.209242389284,0.311230463708,0.264922145417,0.249514707556,-0.00571834808256,0.226201901387,0.188099260265,0.413120114681,0.41889623535,0.448637358825,0.444389647337,0.39887166398,0.407764913843,0.365646622415,0.371246924131,0.505875055753,0.493521479549,0.455820051189,0.448312377577,0.436301827552,0.445082289627,0.457773778412,0.450974795778,0.501329427625,0.510848701461,0.4858390489,0.497151142597,0.532109282776,0.508781589161,0.57037815233,0.590862487001,1.0,0.689488213086,0.777679833667,0.627744312809,0.522342331498,0.636187622721,0.513441182903,0.52072736375,0.49613804046,0.573024993449,0.484828738774,0.514777130313,0.476407493238,0.499741535962,0.389501785326,0.37995192872,0.412429771473,0.484592096323,0.478998215839,0.604863042489,0.422373666919,0.403114193747,0.403718508455,0.445182008454,0.415398478462,0.342297579138,0.317857006793,0.39540220812,0.391956964653,0.447402175211,0.46227687471,0.336788007336,0.330675931521,0.407294615637,0.419051275743,0.40858157808,0.305656832494,0.377302872608,0.400969119783,0.377204146435,0.387947592382,0.422407375908,0.353431832175,0.345543803945,0.542190577267,0.578096674541,0.447348008714,0.362702726557,0.373265088905,0.349395381112,0.399904022501,0.337931774907,0.271727074752,0.468808939029,0.403529111305,0.446786075689,0.404652878851,0.457174288888,0.404565509511,0.0552834548385,0.0187601051264,0.0425584569005,0.0119914266635,0.0176968223454,0.0208366120252,
Interior Storage,-0.030019001883,0.0166593669829,-0.0788278940563,0.0156168229867,0.0407982250731,0.00821229458809,-0.0164123449868,0.00798818950773,0.0714707295718,0.193510915818,0.0863491738628,0.24461959548,0.239323540145,0.295605876288,0.262924899196,0.282043955042,0.30740667113,0.342581247306,0.357302699703,0.0772950577365,0.23918276114,0.221273466792,0.246885045474,0.258199207702,0.19634018905,0.325238415348,0.289143056899,0.194227482862,0.0827927061809,0.288086079446,0.200511187514,0.0616617421362,0.0469923781112,0.305441123975,0.300048543526,0.288288260623,0.406898239551,0.211662398018,0.304961783934,0.273858130458,0.26088654072,0.0254662066066,0.23078115822,0.19556582317,0.444382772432,0.426004629289,0.448073404979,0.46189911176,0.456493292711,0.428050891315,0.39658035303,0.427543140421,0.533663684635,0.51989092857,0.510889966017,0.495773826365,0.490019575736,0.482478022924,0.489152851618,0.489083367107,0.54206959195,0.533313834052,0.543562386973,0.560005009391,0.597620472045,0.5701388975,0.602624589473,0.60590621466,0.689488213086,1.0,0.765110843805,0.797802628311,0.559579377256,0.821752805081,0.557855677575,0.573452628817,0.532813285379,0.654010257345,0.519796843623,0.538884623664,0.477973182222,0.524555899093,0.438824569139,0.420726646731,0.476763201126,0.546033195387,0.517150766341,0.772735332606,0.42066394621,0.433856276423,0.458996374342,0.48525458157,0.464847398305,0.377018736804,0.341735598918,0.421298059588,0.412444810652,0.489540679189,0.515730621679,0.381413819817,0.362950714321,0.441767606506,0.450233429124,0.444689051337,0.327069308619,0.396074972943,0.429005450119,0.400214026925,0.414955188498,0.406247180426,0.346589170246,0.339431898933,0.576863470273,0.659162097689,0.472362024811,0.364876869689,0.371373554484,0.333215887575,0.395812310611,0.316657708063,0.245657504116,0.493410452397,0.403669230378,0.472539565235,0.432172453039,0.449577474965,0.437431360881,0.0255371898873,0.00626975425152,0.0608653219449,0.0216773160676,0.00808530936054,0.008635076994,
Interior Roominess,-0.0199130709853,0.0115386728084,-0.0592349365984,0.0355234371407,0.0446997881435,0.0212434465424,0.00191778240529,0.0319700011889,0.0670106392389,0.188206293581,0.057581727312,0.246883499286,0.262546328324,0.275330926236,0.273058374581,0.289786463028,0.31984821559,0.389416797778,0.388880735767,0.0185725533252,0.19968653926,0.18005049424,0.197053058311,0.20585068853,0.209503672088,0.311665888562,0.275430120326,0.165424078641,0.0268276747032,0.277276845927,0.188304384182,0.0499981989659,0.0449596561864,0.335291414772,0.313957075063,0.28543151997,0.393019396703,0.160896434013,0.288877550877,0.261234466624,0.237220714063,0.0227353079436,0.255214607316,0.205975856355,0.46884367518,0.429851995911,0.442191662984,0.453987641851,0.477462959137,0.402521396489,0.448211322093,0.447774608751,0.501964658141,0.585783559109,0.539769399253,0.519444211556,0.528463935452,0.498736391901,0.483647146244,0.491647316404,0.584194477012,0.55444575695,0.578291635507,0.593712242476,0.592125000746,0.604599682706,0.657384315511,0.711035307562,0.777679833667,0.765110843805,1.0,0.671722894234,0.523821097871,0.69303260471,0.633582020529,0.612512982406,0.534077390188,0.588772161055,0.52909333212,0.572005540673,0.46241405385,0.551222297074,0.471415465517,0.45898402025,0.477851521635,0.553378666666,0.512021970647,0.665711536063,0.406696183083,0.476210736293,0.497659917473,0.508583567274,0.490549296337,0.40906688671,0.372641322694,0.421440351672,0.436965469039,0.474627886489,0.517111613783,0.380515073736,0.373010841572,0.398368067547,0.4522157163,0.456820122648,0.317648975613,0.367173096865,0.42607841968,0.416265249694,0.415444121269,0.380427619372,0.311964741758,0.306359566976,0.650528532243,0.647987605628,0.484663924087,0.324761657861,0.365133315578,0.357666634371,0.344193368479,0.338966028574,0.223029419918,0.481849744022,0.367470185644,0.505206534897,0.430684257253,0.424923293961,0.437670403777,0.0413583282248,0.0147565165214,0.0652242335803,0.0111741311608,0.0175740130923,0.0186915544271,
Cargo Capacity,-0.0351926567854,0.0183610914197,-0.0370744171774,8.34948650256e-05,0.0301469128746,-0.00169492141399,-0.0244428761993,-0.00366018957699,0.0443594232324,0.167673975407,0.102802054495,0.220372180464,0.21510855594,0.269163403976,0.249691471759,0.264895393117,0.290103039216,0.313057660554,0.321889280022,0.105728833004,0.248202475891,0.238881614791,0.250613142035,0.262418219895,0.209238460721,0.312381279217,0.259155459722,0.200581921916,0.105386446995,0.265922383067,0.197071595833,0.0631087506498,0.0376777671151,0.292822816364,0.261868779773,0.252356385042,0.37487998607,0.207736835603,0.276471662871,0.242732337693,0.240465942797,0.0153308041556,0.214171880864,0.18193325704,0.384135895058,0.382728402239,0.409660038825,0.415117674574,0.406994090717,0.409248052896,0.367227850313,0.385857478268,0.516260458245,0.474469039472,0.472493478093,0.460342659535,0.455647359088,0.45427627968,0.460474551626,0.468646175258,0.471706685481,0.477795590994,0.481376798084,0.504213362872,0.572622212116,0.504931206682,0.55931518982,0.552278774708,0.627744312809,0.797802628311,0.671722894234,1.0,0.535936122314,0.868092096412,0.50811596658,0.532406071863,0.491110953556,0.639125402092,0.471056544856,0.507952185875,0.463598025636,0.492440341355,0.413941424273,0.399522798659,0.436996813786,0.502383188523,0.477982171194,0.896418057902,0.41208288989,0.410438814371,0.42792954045,0.45147801159,0.43549273034,0.348681610323,0.320110604526,0.406237048235,0.38601875265,0.439739274933,0.472975809267,0.359558870347,0.335504456768,0.42374982785,0.41716183037,0.419463725884,0.301571330642,0.385951781418,0.40083549424,0.370050990028,0.386359873369,0.377175175976,0.324533822787,0.331371875233,0.524922445781,0.609255993299,0.433285616162,0.361937786749,0.351846464207,0.310368953084,0.394857838683,0.28381944817,0.221533713668,0.440150136987,0.386200217133,0.44624555237,0.388080596811,0.421297128719,0.412285986586,0.0301694740286,0.013146478997,0.0414554724354,0.0104073693896,0.012400925316,0.0199379861489,
Cupholders,-0.000917331508053,-0.0182760565448,-0.0735590654662,0.0156341018976,0.010766597787,0.0153919346478,0.00444919530524,0.016945781596,0.0853019143214,0.186780266505,0.0520974384921,0.271841672119,0.267496164561,0.322377496261,0.309141335385,0.327026845576,0.310493000004,0.32034842864,0.34314945738,0.0693960620036,0.264551526376,0.224866308541,0.275174168731,0.27024287829,0.171557965718,0.351946432271,0.322124071363,0.161286154978,0.0737809862512,0.315508291157,0.203173898265,0.07632989341,0.0690067880468,0.308446693022,0.346426275688,0.334226992917,0.376976796555,0.214139341921,0.342077737195,0.292467832913,0.302392197643,0.00840998153556,0.204538311474,0.192348764649,0.420324015541,0.453378283599,0.478184932789,0.485816088883,0.412870077012,0.452497164901,0.325636384002,0.395724006507,0.493908911516,0.445337858057,0.421566219611,0.41968147095,0.405070704835,0.434254650626,0.458116246783,0.461426925122,0.499947298849,0.526174053361,0.480621021733,0.500616456433,0.609021158269,0.508769721266,0.534428155223,0.51975591383,0.522342331498,0.559579377256,0.523821097871,0.535936122314,1.0,0.554998289888,0.499937707585,0.525753167088,0.57271964415,0.579458535887,0.544723160602,0.513859510142,0.477744858406,0.485051837955,0.356556334392,0.330999839915,0.390914411512,0.518344000809,0.524425884402,0.540798128248,0.439796296598,0.345786159732,0.373613388539,0.394724119478,0.386383740003,0.284054845056,0.267860559686,0.407751122536,0.39669363203,0.470839036948,0.465507284997,0.305712116846,0.284897280321,0.402587009225,0.422309879117,0.40744381592,0.309413051393,0.405243295372,0.418602003838,0.3871056871,0.412217177738,0.434228639404,0.351847083567,0.372409525547,0.525056503882,0.566526569843,0.449988920869,0.361847755745,0.407733538275,0.33574937846,0.411359661683,0.339169637862,0.282065649481,0.513012149658,0.43667576934,0.416444567322,0.459289055759,0.477052378176,0.378721614578,0.00831605787021,0.00764888363018,0.0677851114328,0.0217316223149,0.0179401245244,0.0177691137648,
Ease of Loading/Unloading Cargo,-0.0127950881782,0.01933190531,-0.0170799916543,-0.0154012024141,0.0214022233207,-0.0106887770464,-0.0352651439523,-0.00342659695469,0.0599879492314,0.178339280483,0.0978042370158,0.234276642751,0.221995019733,0.280217135941,0.258616754724,0.275050757814,0.315443074554,0.328586512742,0.330798890609,0.0938389881473,0.245167452408,0.234216364075,0.242702391398,0.253203658425,0.194116380443,0.323518803716,0.278161702478,0.198490946248,0.0918307707111,0.280125167931,0.183388985247,0.04236858935,0.0201495391037,0.30331848237,0.270492150962,0.272043063305,0.383041927421,0.219702973859,0.279709820202,0.248758099154,0.247480991854,0.0211939855407,0.227767106486,0.195400865133,0.408251660463,0.404291775045,0.433795765287,0.440429295292,0.437589006974,0.442464470899,0.384003883024,0.419859894158,0.539477263956,0.500131835001,0.512767947831,0.500172703638,0.491639097173,0.479432064093,0.480211961903,0.492128786781,0.506017161015,0.504299090023,0.522764717607,0.541938274214,0.600142905038,0.543077138564,0.616930243281,0.596482862903,0.636187622721,0.821752805081,0.69303260471,0.868092096412,0.554998289888,1.0,0.543858692267,0.57306771785,0.522713152319,0.656407512168,0.497270900213,0.535002245273,0.479870136891,0.526449142324,0.429504283845,0.419176069072,0.472750807289,0.543122672475,0.500982399031,0.842000982951,0.435775409774,0.433114394947,0.46521532574,0.481596927978,0.476048220732,0.356999841827,0.318194951912,0.420061393327,0.41588749383,0.465550488771,0.498270776723,0.366368965196,0.339909249482,0.449994255606,0.441901883963,0.441586482241,0.316763860453,0.401566949065,0.434142485787,0.406195060323,0.425575585892,0.387349328418,0.331010008847,0.333566921177,0.562701146211,0.647876495187,0.456858250699,0.361891761068,0.366020452579,0.322107618734,0.398635637978,0.303546959824,0.234490280625,0.458578351471,0.392702936659,0.467501866895,0.398858758192,0.439211215543,0.428641374324,0.0293434826003,0.00941169019281,0.05299636257,0.0210299039904,0.0118389486857,0.019655864563,
Comfort of Front Seat,0.020175978251,0.0497288270321,0.045778276694,-0.05237025117,-0.0341280176763,-0.0353318296255,-0.0281264025963,0.0186593902576,0.0801006122599,0.191448284081,0.0295850105715,0.261541130234,0.254699549739,0.205265067993,0.268843963687,0.289087669961,0.358574570803,0.426262017765,0.324391123496,-0.101628920985,0.0825479486327,0.0995169590497,0.0579444988122,0.0835456489506,0.139933242783,0.295746809779,0.252876092561,0.105501174096,-0.10012309572,0.274759481297,0.0981744317437,-0.0179357797887,-0.0114617677139,0.320875476436,0.282818321993,0.269974332875,0.326921263577,0.0879274069467,0.224086029058,0.230735888004,0.207011841882,0.0647274979127,0.261992762109,0.221911844897,0.511516042798,0.409016490999,0.399768342938,0.444245381576,0.544567352768,0.383204226914,0.570749863213,0.527639155204,0.415820497388,0.694436967969,0.632817448699,0.618368604041,0.645431664242,0.56249335097,0.5138084787,0.532316343028,0.608820332203,0.530306368663,0.633294086397,0.648159081377,0.611035816159,0.641008156707,0.665559923024,0.701443963623,0.513441182903,0.557855677575,0.633582020529,0.50811596658,0.499937707585,0.543858692267,1.0,0.759237164526,0.56959360087,0.525520956476,0.582679728516,0.609591852155,0.406062736147,0.589824985957,0.547609306293,0.543761863881,0.550111434935,0.618004019077,0.526032910747,0.527869624963,0.370760787733,0.543063249,0.598904321565,0.560562290021,0.596379961962,0.441060750497,0.383074928165,0.385563256439,0.469164560711,0.491346147866,0.539564873612,0.383266060259,0.375726202237,0.359867291189,0.43295617893,0.4478879954,0.301015893026,0.317117249833,0.438554236703,0.445303919947,0.436553178173,0.277101468553,0.21686002323,0.250794053192,0.918610086676,0.686932248096,0.495619096443,0.25385672547,0.346123015609,0.341261283712,0.233450119088,0.301795164175,0.157282807647,0.471198384091,0.280258320962,0.573562804563,0.478948793199,0.366967623096,0.427036902912,-0.00305723954341,-0.00194976457773,0.0816879599983,0.00630602174368,0.010385737532,0.00734282028212,
Driver Seat Adjustability,0.00894946654746,0.038324164789,0.06271190607,-0.0540532641656,-0.0387110361309,-0.0319408433878,-0.0297878618313,0.0136542043841,0.0658118002719,0.177065410605,0.0379168577004,0.274644478652,0.252277875585,0.244500086486,0.299024495439,0.319078555457,0.368788896832,0.417694186578,0.340413142729,-0.0587581943203,0.1467357384,0.14268945391,0.12032843555,0.136740990882,0.139862012134,0.31224429714,0.274564716564,0.10813965973,-0.0493156224965,0.27027427828,0.121473494273,-0.00308243659164,-0.0108168420026,0.336315950897,0.292643119766,0.282189189628,0.35623258338,0.121375496527,0.248381533207,0.249750918543,0.224077003046,0.0393241560255,0.240935138564,0.21071263393,0.48052293711,0.428156856761,0.43892068009,0.467034906205,0.516814673623,0.421138567753,0.524626343919,0.492896922741,0.469112386235,0.622306922012,0.60129208949,0.596543602907,0.613322739991,0.560954179499,0.522067840619,0.54392623617,0.581169661794,0.544717874757,0.599817017979,0.625627172405,0.612696116365,0.609794658558,0.677504436143,0.680576534704,0.52072736375,0.573452628817,0.612512982406,0.532406071863,0.525753167088,0.57306771785,0.759237164526,1.0,0.643720922315,0.596845938615,0.595207650543,0.601583845205,0.450903667447,0.592367328376,0.511858195088,0.511310846027,0.538704408945,0.624628000299,0.552756126796,0.550094447517,0.412086374531,0.527906696952,0.580149577267,0.566309632385,0.583364598044,0.405388570597,0.359325516707,0.409782619994,0.485931853901,0.503058978229,0.548698077699,0.358445427302,0.357726354325,0.387695114746,0.443099303407,0.460102387807,0.325066068149,0.352188212234,0.455374158462,0.440122529158,0.456988951942,0.329892392396,0.244652242927,0.279234357259,0.7508326445,0.698707041415,0.494373336322,0.297222188091,0.396178395728,0.353231912296,0.306569116968,0.313744889365,0.190244005265,0.496219401122,0.328761235198,0.570518833609,0.474845211244,0.421633178772,0.426397441052,-0.0195860465653,-0.00490546044938,0.0758025441966,0.0116600429262,0.00916018617521,0.00337136408269,
