,ID,Model Year of Purchase,Age Bracket,Total # Children In Household,Children Under 6,Children 6 To 12,Children 13 To 17,People 18 or Older,Buyer Innovation Tendency - Statements that Best Describe You,I'm Curious and Open to Experiences,Luxury is Not Important Unless it Has Purpose,Driving is one of my favorite things to do,"When I drive for fun, I mainly prefer to relax and listen to music or talk",I want vehicles that provide that open-air driving experience,I prefer a vehicle that has the capability to outperform others,I prefer vehicles that provide superior acceleration,I prefer vehicles that provide superior handling and cornering agility,I prefer a balance of comfort and performance,"I prefer vehicles that provide the softest, most comfortable ride quality",I just want the basics on my vehicle - no extras,"I prefer vehicles that project a tough, workman-like image",Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,I want to be able to tow heavy loads,I want to be able to traverse any terrain,I make all large vehicle decisions with my family's best interest in mind,My vehicle gives me a feeling of adventure,My vehicle is my sanctuary,Fuel economy is a leading consideration in my purchase decision,"I want a basic, no-frills vehicle that does the job",I see my vehicle as an extension of my personality,Price is most important to me when buying a new vehicle,I will easily switch brands for price or features,There are lots of different brands of vehicles that I would consider buying,I want a vehicle that provides the quietest interior,I want to look good when driving my vehicle,I want my vehicle to stand out in a crowd,I want the most versatility in my interior,I would pay significantly more for environmentally friendly vehicle,My vehicle is a reflection of my achievement,I chose my vehicle to reward myself for my hard work,The brand of vehicle I buy makes a statement about who I am,Your Involvement in Purchase Decision (%),How Likely to Recommend Own Vehicle Brand,How Likely to Recommend Purchase Dealership,Overall Exterior Styling,Appearance of Wheels & Rims,Appearance of Tires,Headlight Design,Overall Exterior Workmanship,Sound of Doors/Trunk/Hatch Shutting,Overall Driving Performance,Fun To Drive,Ground Clearance,Riding Comfort,Maneuverability,Road Holding Ability,Handling,Overall Power and Pickup,Acceleration From Stop,Passing Capability,Overall Interior Styling,Interior Colors,Overall Interior Workmanship,Quality of Interior Materials,Instrument Panel,Overall Interior Design,Ease of Front Seat Entry,Front Seat Roominess,Passenger Seating Capacity,Interior Storage,Interior Roominess,Cargo Capacity,Cupholders,Ease of Loading/Unloading Cargo,Comfort of Front Seat,Driver Seat Adjustability,Driver Armrests,Seating Versatility/Stowaway,Overall Performance of Sound System,Overall Quietness,CVT,Smoothness of Transmission,Overall Impression of Durability/Reliability,Overall Safety of the Vehicle,Overall Thoughtful Engineering,Placement/Ease of Reading and Using Controls,Electronic Displays of Information,Usefulness of Trunk/Cargo Area,"Flat Tire Preparedness (spare, run-flat, etc.)",Safety Features,Front Visibility,Rear Visibility,Braking,Overall Value for the Money,Price/Deal Offered,Future Trade-In or Resale Value,Warranty Coverage,Technical Innovations,Level of Standard Equipment,Fuel Economy/Mileage,Affordable to Buy,Overall Environmental Friendliness,Overall Brand Image,Reputation/Prestige of Manufacturer,Past Experience With Brand,Dealer Location,Dealer Reputation,Overall Experience with Selling Dealership,Overall Experience with Service Department,Advertising/Promotion,Advice of Friends/Relatives,Magazine/Newspaper/TV Reviews,Overall Seat Comfort,Overall Interior Versatility,Overall Image of the Vehicle,4WD/AWD Availability,Navigation System,Discount/Rebate/Incentive,Towing Capability,"Interest Rate, Credit Terms",Leasing Terms,Audiovisual System,Ease Of Customizing,Engine Performance,"Connectivity (WiFi, Bluetooth, etc.)","Interactive Information System (OnStar, mbrace, iDrive, etc.)",Driving Distance on Full Tank/Charge,Family needs changed,Previous vehicle was damaged or had to be replaced,Wanted a vehicle with a new image,Impulse - I just wanted a new vehicle,New model caught my attention,Previous vehicle too old/needed repairs,Changed/Moved to a new location
Cupholders,9.2058548688e-05,-0.00681969288875,0.0064146110013,0.00199846785269,-0.028457853445,0.00126852916454,0.0262641316033,0.00285690760764,0.0576296749444,0.148064538621,0.0392948490923,0.203667071301,0.204451758489,0.226153053418,0.24238927219,0.267213005932,0.272209203805,0.248107226578,0.296169473998,0.0767288282388,0.162699611525,0.17035075884,0.19373574757,0.16466661668,0.100347124711,0.258957370144,0.271250196061,0.172569776091,0.0856796868882,0.254930112089,0.170962770239,0.0606958265527,0.0268450799179,0.276093615733,0.251410026372,0.253912109292,0.326895142635,0.203867793289,0.233016485476,0.216676537966,0.225642602337,0.0175883524482,0.164593838808,0.147413561291,0.33031343265,0.383952431785,0.417690196753,0.415842480287,0.331575311632,0.405139651466,0.257126876678,0.333335128103,0.383958753442,0.334501533191,0.371306529275,0.357241425414,0.349124253988,0.360086718261,0.384459198785,0.406678530982,0.396389090479,0.449800918573,0.40114684527,0.410022828178,0.55392275377,0.412469074707,0.45732189385,0.434044348748,0.40728268354,0.451791853865,0.425059002642,0.440340186729,1.0,0.46812814832,0.413720909604,0.464856037441,0.51657391423,0.509596907927,0.486361555299,0.440945096976,0.403929039084,0.434896853487,0.314780709219,0.253152996114,0.350676557351,0.463162968047,0.455398869087,0.442232567375,0.384532486247,0.270402441597,0.320451775919,0.358633322269,0.336837224645,0.273043270811,0.267986114687,0.332585015451,0.349295461497,0.407670131606,0.406254075419,0.330481834214,0.289206043793,0.393514320266,0.355351098032,0.347977657702,0.265398037837,0.360099852499,0.367685558979,0.31811854499,0.333270496693,0.38143289935,0.292715922286,0.307099752888,0.438992048937,0.483593293669,0.366563021972,0.187203424103,0.328529101057,0.291500611718,0.325849102023,0.263306341328,0.218210194329,0.41686703672,0.366533081566,0.356919704266,0.412051023468,0.416415246267,0.380360282129,-0.0151118640686,-0.00121104002115,0.038313787442,0.016252860505,0.0167653060434,0.00292281955609,0.00292281955609
Ease of Loading/Unloading Cargo,0.0236885690534,-0.0170576364927,0.0329928125986,-0.0108793367344,0.0179296932588,-0.0202106758277,-0.0201733866372,-0.00419068257043,0.0323328751994,0.155737377789,0.0635630325001,0.187232940527,0.19918240775,0.198080096684,0.207424963378,0.224602707549,0.27490157253,0.299371660184,0.292999637773,0.0377733892727,0.116280707324,0.15825132445,0.145005450658,0.126279173401,0.166392675569,0.225576187097,0.213392822768,0.18079608188,0.0527822237522,0.188072764866,0.1547492865,0.0169048531318,-0.0144822472716,0.276760843447,0.187518710811,0.183788845744,0.326063273835,0.156031277801,0.156383489405,0.146678228149,0.141132573823,0.019187345655,0.209972043127,0.187849786884,0.321115413535,0.300981481464,0.322406481374,0.348625487073,0.356471496821,0.345311630502,0.348403739031,0.35057512222,0.401231697529,0.441504807838,0.464591499587,0.45429476069,0.444443358079,0.405729620902,0.400739261384,0.427488002567,0.428580541367,0.430809909531,0.451592244828,0.471769148072,0.525293700607,0.46700037726,0.542898313323,0.54094270371,0.536771566379,0.764189080606,0.625839199372,0.810127195739,0.46812814832,1.0,0.490839838989,0.51192251922,0.449829626307,0.562676871786,0.434994971753,0.470003471986,0.393209497301,0.478148622052,0.416195380591,0.380175670498,0.432601770922,0.479762295475,0.428931312405,0.800629037873,0.345287493567,0.398064800653,0.444344667093,0.477207489877,0.451696801807,0.377683960033,0.345052984504,0.352539545473,0.404880728523,0.405595841017,0.451595597291,0.386319623858,0.358915234597,0.408327028146,0.365729032509,0.373081629894,0.268146987663,0.328635185494,0.366159258378,0.357545332305,0.354450678536,0.314257276064,0.225863526838,0.234715014937,0.503497356619,0.57904944672,0.373666334902,0.187920495452,0.288487669445,0.28464891743,0.290404610336,0.258409498318,0.161607912745,0.36531349743,0.304894248172,0.434030773196,0.354366320799,0.362324625092,0.435738794205,0.0213594532068,-0.00358483747895,0.0278162910168,0.00665644928577,0.0144691103393,-0.00156794681021,-0.00156794681021
Comfort of Front Seat,-0.0279757698061,0.00690684179122,0.0799108050573,-0.0678369227358,-0.0709183640548,-0.0471899817222,-0.0132159178746,0.0122051936985,0.0701455066341,0.18936282697,-0.0142213935349,0.206386212914,0.221202021391,0.165974533599,0.237335696998,0.253109377742,0.323290055232,0.380008841891,0.293520003268,-0.105021671064,0.0110511148638,0.042525923263,0.0154448307463,0.0321860748308,0.113570940822,0.20670493081,0.200540795041,0.0867077010779,-0.103192759522,0.198891797874,0.0648459146157,-0.0194684450468,-0.0181485580836,0.328258169568,0.214052178284,0.218867687694,0.304186563073,0.0747311125692,0.162635667576,0.16552544095,0.145536643038,0.0478561800401,0.225767479153,0.207059722376,0.418839532,0.308286800854,0.293644214666,0.363728859657,0.471746159628,0.321999288298,0.498988019491,0.445748163446,0.327874819772,0.621694744876,0.550302858611,0.537933494465,0.561696096469,0.469481957801,0.410914672046,0.445881344467,0.546878427873,0.46313116035,0.574173959448,0.592133871201,0.536967795339,0.572120097311,0.588325779497,0.626053868621,0.40909038287,0.473705863085,0.533647978674,0.443060971786,0.413720909604,0.490839838989,1.0,0.715246602052,0.507575982578,0.47009884773,0.482869011432,0.555880493897,0.323004907531,0.511228868123,0.505113368125,0.465983841701,0.491010159996,0.535629891009,0.462314846503,0.471663392016,0.282555019844,0.469999140948,0.534771050194,0.488865024719,0.518650104114,0.382728019372,0.346846551955,0.3076137804,0.421959909211,0.441897578457,0.477972423904,0.343773909272,0.313593760013,0.315367287725,0.372073577161,0.393090417646,0.228581617376,0.261916053639,0.362289953925,0.374969759407,0.365181516652,0.202963468027,0.135544191209,0.162635589477,0.900174481692,0.625943314512,0.420053229366,0.162429025288,0.311903849094,0.262221927153,0.164758744292,0.209649686272,0.100702556862,0.368330139511,0.206618175027,0.495189909042,0.413211886139,0.324256131596,0.381349249701,-0.024952916815,-0.0089777658603,0.0657676828992,0.0033206690473,-0.00680011992757,-0.00599638662989,-0.00599638662989
Driver Seat Adjustability,-0.0293833784684,0.01319011931,0.131163938611,-0.0847048996515,-0.0797009396724,-0.0598710932285,-0.0203918524078,0.00732081788384,0.0534958155122,0.165582583696,0.00145798583319,0.213730629676,0.210836635015,0.178305955211,0.236032386935,0.268982013058,0.336529453444,0.358619747321,0.288811459982,-0.0760040991068,0.0465371410771,0.0681671058896,0.0550138038616,0.0570015013452,0.0931766313292,0.215593224329,0.209758724524,0.0961901307789,-0.0625679669392,0.199050815895,0.0831729485348,-0.0174529360993,-0.0253960787034,0.333967001027,0.211114863719,0.219742508931,0.320607405129,0.11123151244,0.177750584898,0.176696792116,0.155786550093,0.032057349422,0.198632265152,0.19719205875,0.385066935324,0.332294389544,0.33149998283,0.389650431798,0.442258879351,0.36051049011,0.438140005069,0.422345605004,0.375612134256,0.531071244027,0.528237289441,0.523272362456,0.528046061202,0.471027714618,0.446485058011,0.485434435214,0.510837043476,0.472477662637,0.542347231127,0.561158660337,0.556224405385,0.542500335138,0.615812657979,0.617847495837,0.402664280877,0.471182830196,0.508637388358,0.453373143998,0.464856037441,0.51192251922,0.715246602052,1.0,0.604031748873,0.540467852893,0.518924453174,0.556815614164,0.376403012115,0.532046603381,0.471250973721,0.435272554635,0.486725692753,0.566924732064,0.508893074471,0.473525908194,0.334818665931,0.448466707687,0.528937505894,0.50446195569,0.519173810308,0.365240268917,0.329231977576,0.33369519346,0.438721729616,0.466902444171,0.503051001093,0.35702865918,0.31302495145,0.367973347971,0.391734756568,0.409146536931,0.250729667592,0.310557780479,0.402192040749,0.388002623486,0.395616937251,0.259608691766,0.163848506237,0.19610540784,0.698783486883,0.647305105541,0.421205806564,0.18401984441,0.36709613742,0.282910358116,0.219780655346,0.22587865664,0.141868478807,0.406966455777,0.256493772456,0.491315218143,0.435754348194,0.38718330051,0.413698208779,-0.0430583699737,-0.0211010344153,0.0604446734539,0.00681721119574,0.00231792406243,-0.00371835063197,-0.00371835063197
Driver Armrests,-0.0135623927868,-0.00922666688771,0.0809978772107,-0.0460729597121,-0.0432145756845,-0.0389932770367,-0.00657390608068,-0.00367906400597,0.0551248582224,0.159295363072,0.0300112795155,0.245472449642,0.200763018584,0.220664602652,0.259344183975,0.282985050619,0.30146617684,0.276570738112,0.277278110406,0.0432962912554,0.154013657089,0.137068043539,0.160963361777,0.138769220339,0.0961797728747,0.245962386112,0.238895966127,0.120888670094,0.0478744835247,0.214935002335,0.136619083021,0.0326302588235,0.0150169056869,0.302926027704,0.243774102062,0.260759041766,0.326029759006,0.178394474848,0.22964383346,0.212938599511,0.200113943578,0.0254664159176,0.144958098899,0.148570827235,0.333371710593,0.394137143895,0.411676223633,0.431289050265,0.370652459525,0.422557238674,0.290399024201,0.349465582926,0.380406018617,0.3782855191,0.402126739119,0.404754068604,0.387669989076,0.403922061278,0.429508247309,0.452422143425,0.428866183522,0.441089284607,0.442022065917,0.454100658504,0.506944006213,0.445797249173,0.508327621338,0.506089466327,0.390459581991,0.437983982457,0.442484190491,0.407219172269,0.51657391423,0.449829626307,0.507575982578,0.604031748873,1.0,0.633671252737,0.528055175864,0.503999454822,0.423505405561,0.485692084548,0.344327316815,0.286830710634,0.395191319981,0.48927473275,0.479254863795,0.41000026991,0.362445413109,0.316121013543,0.374036350328,0.382057883979,0.386332801878,0.297627095322,0.284964868738,0.346306733367,0.37776788075,0.443825168824,0.450183447034,0.325932494985,0.281826875614,0.37860577524,0.371214883302,0.362113399911,0.284579287518,0.336806095999,0.369931239586,0.332479108613,0.358311473607,0.360508792731,0.231212477556,0.271108514881,0.52391726368,0.55630280181,0.378189177209,0.185449568977,0.342291998223,0.299721313932,0.308210413973,0.243116331796,0.210349939658,0.432278233787,0.326092802905,0.40954918748,0.401187244494,0.430995672197,0.394182909664,-0.0281991587595,-0.00988996703841,0.051933608213,0.0155145232208,0.0145040841716,0.00078103021188,0.00078103021188
Seating Versatility/Stowaway,0.0113889643282,-0.0133482014774,-0.00420685371237,0.0298101826828,0.0199449511254,0.015318782099,0.0149571522811,0.00535622141548,0.0587150493613,0.183744983312,0.0740385803491,0.229106205394,0.206716693993,0.248177454033,0.273738830632,0.28859017792,0.314757564049,0.303117113312,0.313958161541,0.0876696335384,0.202347467838,0.208778891484,0.209720225335,0.192249198231,0.167679133831,0.283801083589,0.258591398888,0.180297864149,0.101862764449,0.231664733061,0.175937279655,0.034934248429,0.0125145746195,0.288984343501,0.235248416849,0.255342378256,0.39469731468,0.222589072929,0.229408268611,0.206963239907,0.198550626906,0.0156940210861,0.174338819261,0.163152847251,0.335471150416,0.377300332034,0.404917318287,0.418607386644,0.366773025563,0.393992337241,0.302205297977,0.349699752438,0.413606616664,0.386442837209,0.43280839226,0.424304326409,0.404039614459,0.415184116594,0.446453915958,0.454030736347,0.432720546516,0.457940868025,0.450361077551,0.458007841445,0.520294281171,0.46061473078,0.501453703961,0.499334937944,0.520031268291,0.561291509516,0.528930586919,0.553779926319,0.509596907927,0.562676871786,0.47009884773,0.540467852893,0.633671252737,1.0,0.537792001679,0.490998092642,0.466387688109,0.500789347478,0.371166855176,0.314862987637,0.424868958789,0.488503284359,0.482239434109,0.544689995178,0.390432559551,0.342350644056,0.386436464532,0.415512972693,0.404426063386,0.347969098062,0.313098580018,0.373223221251,0.394056120943,0.470037265229,0.480393063883,0.386053361942,0.340490926557,0.449742917206,0.399595555767,0.39588732666,0.309762396913,0.362054257023,0.3834796366,0.346091598483,0.358651289009,0.403078164489,0.275311748691,0.303996677304,0.49595704606,0.650620407018,0.403123104157,0.202197236795,0.326028851957,0.314400458285,0.3586178119,0.286027914871,0.216398576729,0.446691270901,0.380751548525,0.438482402873,0.405853644745,0.446878333575,0.448602021323,0.0228875935097,0.0124108762687,0.0356922658254,0.0139557493703,0.0107402825815,0.000904854229671,0.000904854229671
Overall Performance of Sound System,-0.0460253159932,0.0107228773739,-0.0217891748359,-0.0219276386697,-0.0444275855366,-0.0162057001311,0.0131269004977,-0.0056706329982,0.13780522877,0.228532300426,-0.0128714462449,0.293144101825,0.352558035258,0.302812595198,0.356528900003,0.3713703421,0.362986623219,0.326401760651,0.287919637542,-0.0304161385886,0.131750860194,0.129239562527,0.139803508433,0.15678931105,0.0755864605504,0.320520226931,0.319222820189,0.107632402862,-0.0259689890662,0.313533138645,0.118914114834,0.00138123304529,-0.00800785113036,0.2865028102,0.330387181807,0.35137033676,0.364091713742,0.187915653414,0.301795463753,0.292447846886,0.276088083263,0.0494442929273,0.200555077268,0.175705963375,0.443990341189,0.474789585659,0.466754618209,0.484517893508,0.441401166562,0.394031014534,0.371094509674,0.460149402024,0.36044405812,0.405009667603,0.432615954488,0.421375151876,0.419268126468,0.465514643312,0.471253203562,0.479744734892,0.517264215351,0.510102070888,0.513275114243,0.517975591503,0.550578212512,0.523546335936,0.457822000373,0.466242514819,0.386314763714,0.424624426626,0.427163451324,0.394850831087,0.486361555299,0.434994971753,0.482869011432,0.518924453174,0.528055175864,0.537792001679,1.0,0.534395246082,0.428814235024,0.513119761706,0.367549215643,0.312675029636,0.422563407721,0.522749843443,0.541520213295,0.40244779873,0.358189113628,0.328136824847,0.360214392283,0.369011176672,0.38923514556,0.308019560722,0.289020171087,0.354853588547,0.386872210912,0.531564972349,0.484362247125,0.330285271427,0.277402819123,0.396943219879,0.429018247975,0.41845725587,0.288296004144,0.33990783084,0.381246841492,0.349887456505,0.362895969592,0.359846342247,0.240991745913,0.267923930556,0.497645450376,0.549827912405,0.45797733762,0.212992312376,0.397025482293,0.298764145195,0.309875242656,0.282824263013,0.220529497416,0.558029330561,0.373022691548,0.465436564879,0.60649206654,0.467659705385,0.395096732852,-0.0378688867988,0.00913336495451,0.0813887542302,0.0229131636377,0.0149138900471,-9.82649526436e-05,-9.82649526436e-05
Overall Quietness,-0.0439163016478,0.0204782302606,0.108637025543,-0.0577421469263,-0.0575564908227,-0.0446312242609,-0.00762117845389,-0.00406070384301,0.0863081458752,0.175032595785,-4.17751918099e-05,0.225660307835,0.206646165179,0.200137312768,0.278272222897,0.300583666426,0.34794304351,0.371198425854,0.350671127834,-0.0548318047264,0.0747833178267,0.0842408647837,0.090133697799,0.0811356207328,0.117080254794,0.226613655039,0.219373394717,0.108751477285,-0.05200783157,0.216836657552,0.0985433840379,-0.00025632281942,-0.0129880096817,0.510251724169,0.268452993387,0.274439889657,0.349535185217,0.146394280548,0.224666738335,0.212226568371,0.196150425391,0.0207994429208,0.197251082517,0.183468709211,0.403253585407,0.38132519536,0.377750074242,0.429334569753,0.464385694492,0.450485781423,0.411954278253,0.410285316557,0.365033741247,0.521359320274,0.492651438924,0.485348729055,0.485251026825,0.463629885479,0.445194347036,0.481687195145,0.522879630418,0.488435065758,0.548095631765,0.563149815504,0.54651243909,0.535637836645,0.52060982276,0.520945340426,0.398271872634,0.448618768092,0.480717779695,0.423158852097,0.440945096976,0.470003471986,0.555880493897,0.556815614164,0.503999454822,0.490998092642,0.534395246082,1.0,0.470172500952,0.633460298096,0.461703971535,0.411639176131,0.497571839658,0.552362248228,0.530508313663,0.43718949637,0.329894010543,0.426838406344,0.462513301223,0.441770571786,0.45913029692,0.349970482316,0.319332534621,0.35752597299,0.436807378421,0.507388615615,0.5170698014,0.355657501656,0.293777315707,0.387342341862,0.418475713868,0.423718857623,0.273421298573,0.31827235749,0.384116842814,0.369794085564,0.379465407983,0.296057845409,0.185739454828,0.22949721859,0.564852727472,0.548975697985,0.436476419146,0.184644820759,0.384460979989,0.277527625415,0.253015399262,0.217513819068,0.152680879282,0.515434094045,0.283227124432,0.460011653072,0.448709253005,0.438067930773,0.39173249542,-0.0277060808698,-0.0139762292144,0.0623173354064,0.00844383984777,0.00702697742307,-0.00206275724993,-0.00206275724993
CVT,0.0545540097249,-0.0524635646771,0.0261732554877,-0.0242285252624,-0.0308273066359,-0.0141451808338,-0.00403316328656,-0.00419610869771,0.0260364851409,0.125924369932,0.0901059757189,0.168827526292,0.196684270182,0.264049010596,0.235799563689,0.246368513475,0.283584977335,0.273419482359,0.408142912832,0.165420341886,0.234215879962,0.218626387574,0.210596700309,0.178395762759,0.111389090588,0.260782975787,0.223303364539,0.255124519351,0.189623176796,0.204563790835,0.253428444313,0.0508760325239,-0.00289999787927,0.291847617106,0.218207163817,0.226452934532,0.298455500279,0.286236299437,0.219415439556,0.207166866616,0.173452109974,-0.0109390904426,0.166283687454,0.153457871753,0.260614685499,0.335871192744,0.395658574185,0.365633690557,0.265276403512,0.348793886762,0.249572804478,0.290310814639,0.423674131727,0.317114368138,0.366915388372,0.361792900451,0.338904640972,0.353056797268,0.382903854179,0.384188490756,0.305242143161,0.366441731498,0.298822859944,0.317029171351,0.425979507689,0.308763247794,0.400606321037,0.377548973279,0.366783178326,0.385768721995,0.369873030878,0.368471311855,0.403929039084,0.393209497301,0.323004907531,0.376403012115,0.423505405561,0.466387688109,0.428814235024,0.470172500952,1.0,0.613572233184,0.28597144439,0.263836908373,0.340371542211,0.413175854139,0.443535521745,0.354881357418,0.428873733728,0.289167049074,0.304924024306,0.364792471877,0.340442958334,0.318288427815,0.292088195099,0.378283149342,0.367620860075,0.4290469418,0.415798891749,0.409485818615,0.362308504844,0.500115679552,0.376456290267,0.374129047344,0.295131678979,0.36604076089,0.380125174214,0.317843832044,0.341599892894,0.447374946763,0.315948801761,0.29238786527,0.345998480414,0.430807519412,0.3685881357,0.210056567628,0.343146122652,0.326353200062,0.368184457624,0.320449935353,0.25060924368,0.473360057574,0.418534688897,0.398037450122,0.333710958602,0.456606340936,0.442138021662,-0.0145658429421,-0.00200646329951,0.0272473562439,-0.00405927567596,0.00179978986875,0.00329662066624,0.00329662066624
Smoothness of Transmission,-0.0212807809865,9.65100500664e-05,0.049394527164,-0.0393648670529,-0.041232007118,-0.0335286443066,-0.00108344246635,0.00623661456545,0.0659512509398,0.176719205417,0.0412473222857,0.238081116177,0.225048891598,0.229303461159,0.306971695441,0.331239272784,0.393660564104,0.385577880074,0.328981782211,0.0258936104201,0.146557734924,0.15553193446,0.125401216581,0.140532647602,0.142467403941,0.278910349281,0.245044107137,0.17719268415,0.0407555680962,0.23812263021,0.164941369163,-0.0090659707085,-0.0285465307681,0.359286944524,0.253406061831,0.265137229196,0.333584012369,0.181960998775,0.232586685824,0.216035708761,0.193468064399,0.025267789734,0.20987972432,0.182268276228,0.372159504747,0.383358317305,0.40751140472,0.430224370412,0.436348568887,0.414435767962,0.425741601339,0.419618445005,0.425774875326,0.477317125367,0.517691404155,0.519407509434,0.508877778668,0.496556698742,0.487855618108,0.503685130913,0.446327264695,0.446124777633,0.487314146423,0.509494561376,0.531355695523,0.478469858616,0.511569608782,0.504735264029,0.401455211536,0.452777042422,0.4638206159,0.432545851621,0.434896853487,0.478148622052,0.511228868123,0.532046603381,0.485692084548,0.500789347478,0.513119761706,0.633460298096,0.613572233184,1.0,0.473843189706,0.425315288256,0.522171044066,0.551878917477,0.521873046259,0.446808593768,0.419338598022,0.445051307466,0.48279893554,0.484132792554,0.52724868395,0.400810047521,0.358848394133,0.38915577635,0.468272141215,0.511458130673,0.528997532173,0.412242808134,0.370686510352,0.455941022286,0.443456753713,0.45573357309,0.306496592912,0.349529231543,0.428541116188,0.396750559071,0.409764220312,0.357870643745,0.245021556336,0.274369604619,0.519833754879,0.52785798168,0.462725475517,0.235121032303,0.361288479527,0.329330093382,0.302639364568,0.294065406845,0.188262058534,0.458046370822,0.347359430911,0.555502593114,0.414400200641,0.435061261104,0.463066119177,-0.0206489900103,0.00555275674053,0.0591153537676,0.00966555607432,0.00398515117975,-0.00116087895668,-0.00116087895668
Overall Impression of Durability/Reliability,-0.0518852595901,0.0328579342548,0.0357254796358,-0.0316678594505,-0.034123984263,-0.029576138464,-0.00388084168323,0.00787064301256,0.067656059048,0.198705236066,0.0457492101216,0.169553839,0.202769507166,0.143926369264,0.217253055695,0.227225210877,0.307319837799,0.366204593138,0.216875944046,-0.0684967419961,0.0410659533597,0.0877223494771,0.00740111162427,0.0665384853757,0.161136184057,0.230798119865,0.189516991731,0.105675743001,-0.060579535321,0.197922124158,0.0681884459396,-0.0648311563134,-0.0668881664642,0.25372725405,0.18660076569,0.173780171936,0.260027814078,0.078888791143,0.134737547085,0.132857269864,0.140883613058,0.0515515549708,0.27327923682,0.21473521854,0.378749240068,0.253507453648,0.252743762171,0.307036888471,0.458406321211,0.266527353434,0.470287179592,0.388619576602,0.318284877826,0.48244557158,0.503929124035,0.491942687902,0.511412170063,0.411190318402,0.347711680395,0.380431367562,0.439119522154,0.3615347622,0.49727586238,0.504862309345,0.431270978092,0.476956159758,0.420091779732,0.43138872189,0.340049851776,0.408907733556,0.429167160915,0.391390654847,0.314780709219,0.416195380591,0.505113368125,0.471250973721,0.344327316815,0.371166855176,0.367549215643,0.461703971535,0.28597144439,0.473843189706,1.0,0.574310096137,0.726818616258,0.517658789412,0.43956692341,0.416134907883,0.27525181033,0.565844373688,0.580812822826,0.517572046811,0.543865817281,0.45762756736,0.374003573508,0.317829491648,0.421036941057,0.430902317645,0.48456176399,0.354439740122,0.351746168861,0.322810065925,0.41888326037,0.464472827283,0.274858540005,0.239656755915,0.362082943405,0.37842497019,0.350538422884,0.18331155164,0.153330308824,0.19576015017,0.503288476064,0.466310596345,0.436232353698,0.211117588202,0.253002140346,0.225980846711,0.167336209917,0.183724035991,0.0483963469439,0.310257966773,0.187472189249,0.471903858667,0.337908280157,0.31347973789,0.370835308354,-0.00523296179942,-0.00179658132192,0.053775814815,-5.57854209056e-05,0.00400238790491,-0.00585699554662,-0.00585699554662
Overall Safety of the Vehicle,-0.047220868797,0.0405693227312,0.0272264072366,-0.00177217557587,0.000230581884141,-0.00780330018027,-0.00350627271971,-0.00367381499296,0.0503113688825,0.159405861301,0.0313297511252,0.114113421502,0.160438483402,0.109578159855,0.159908821781,0.166443655597,0.259803494493,0.327374598588,0.224837391375,-0.0794758076762,-0.0197090433857,0.0419162836186,-0.0338586483179,0.0112151178945,0.167654441361,0.164688037246,0.124531811724,0.116089464573,-0.071718763261,0.13991704138,0.0655456386773,-0.0482289074768,-0.0489556282004,0.232932164664,0.133532740949,0.111553242712,0.210477518821,0.0904257128676,0.0844064474639,0.0908479825379,0.0745508914852,0.0305925642715,0.209325706418,0.176428385996,0.280055023047,0.175964640037,0.179794244403,0.241143077022,0.366562908976,0.193519416029,0.449059101269,0.329846760572,0.254937175935,0.463119700875,0.462575830863,0.467871245264,0.484836509979,0.360226887408,0.293018790196,0.323425261472,0.366856287213,0.293955219967,0.41340298544,0.430175120489,0.376108371848,0.399141475038,0.378339599587,0.393771447445,0.323175941323,0.370106765905,0.393458557568,0.358188528721,0.253152996114,0.380175670498,0.465983841701,0.435272554635,0.286830710634,0.314862987637,0.312675029636,0.411639176131,0.263836908373,0.425315288256,0.574310096137,1.0,0.520443428835,0.49886367108,0.399858678458,0.383493220352,0.261239628084,0.888219854507,0.716560465524,0.592908024618,0.648246465805,0.451266489952,0.38406218918,0.294144445836,0.437165307674,0.389412745577,0.436090163132,0.364360024722,0.33791628586,0.347787597325,0.351370338274,0.394937648811,0.222749364527,0.192561119848,0.331939617386,0.355600000856,0.336610660993,0.151122896029,0.128373934807,0.144960053937,0.453158471388,0.393285053593,0.371093015498,0.199264401375,0.237579096306,0.220489637698,0.130391753611,0.171120492846,0.0796135490745,0.265423861139,0.147656301523,0.417067912173,0.310060690872,0.27129842295,0.392980527258,0.018773309821,0.00762288474437,0.0391421819204,-0.0127185264921,0.00560720378764,-0.00795024201031,-0.00795024201031
