,ID,Model Year of Purchase,Age Bracket,Total # Children In Household,Children Under 6,Children 6 To 12,Children 13 To 17,People 18 or Older,Buyer Innovation Tendency - Statements that Best Describe You,I'm Curious and Open to Experiences,Luxury is Not Important Unless it Has Purpose,Driving is one of my favorite things to do,"When I drive for fun, I mainly prefer to relax and listen to music or talk",I want vehicles that provide that open-air driving experience,I prefer a vehicle that has the capability to outperform others,I prefer vehicles that provide superior acceleration,I prefer vehicles that provide superior handling and cornering agility,I prefer a balance of comfort and performance,"I prefer vehicles that provide the softest, most comfortable ride quality",I just want the basics on my vehicle - no extras,"I prefer vehicles that project a tough, workman-like image",Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,I want to be able to tow heavy loads,I want to be able to traverse any terrain,I make all large vehicle decisions with my family's best interest in mind,My vehicle gives me a feeling of adventure,My vehicle is my sanctuary,Fuel economy is a leading consideration in my purchase decision,"I want a basic, no-frills vehicle that does the job",I see my vehicle as an extension of my personality,Price is most important to me when buying a new vehicle,I will easily switch brands for price or features,There are lots of different brands of vehicles that I would consider buying,I want a vehicle that provides the quietest interior,I want to look good when driving my vehicle,I want my vehicle to stand out in a crowd,I want the most versatility in my interior,I would pay significantly more for environmentally friendly vehicle,My vehicle is a reflection of my achievement,I chose my vehicle to reward myself for my hard work,The brand of vehicle I buy makes a statement about who I am,Your Involvement in Purchase Decision (%),How Likely to Recommend Own Vehicle Brand,How Likely to Recommend Purchase Dealership,Overall Exterior Styling,Appearance of Wheels & Rims,Appearance of Tires,Headlight Design,Overall Exterior Workmanship,Sound of Doors/Trunk/Hatch Shutting,Overall Driving Performance,Fun To Drive,Ground Clearance,Riding Comfort,Maneuverability,Road Holding Ability,Handling,Overall Power and Pickup,Acceleration From Stop,Passing Capability,Overall Interior Styling,Interior Colors,Overall Interior Workmanship,Quality of Interior Materials,Instrument Panel,Overall Interior Design,Ease of Front Seat Entry,Front Seat Roominess,Passenger Seating Capacity,Interior Storage,Interior Roominess,Cargo Capacity,Cupholders,Ease of Loading/Unloading Cargo,Comfort of Front Seat,Driver Seat Adjustability,Driver Armrests,Seating Versatility/Stowaway,Overall Performance of Sound System,Overall Quietness,CVT,Smoothness of Transmission,Overall Impression of Durability/Reliability,Overall Safety of the Vehicle,Overall Thoughtful Engineering,Placement/Ease of Reading and Using Controls,Electronic Displays of Information,Usefulness of Trunk/Cargo Area,"Flat Tire Preparedness (spare, run-flat, etc.)",Safety Features,Front Visibility,Rear Visibility,Braking,Overall Value for the Money,Price/Deal Offered,Future Trade-In or Resale Value,Warranty Coverage,Technical Innovations,Level of Standard Equipment,Fuel Economy/Mileage,Affordable to Buy,Overall Environmental Friendliness,Overall Brand Image,Reputation/Prestige of Manufacturer,Past Experience With Brand,Dealer Location,Dealer Reputation,Overall Experience with Selling Dealership,Overall Experience with Service Department,Advertising/Promotion,Advice of Friends/Relatives,Magazine/Newspaper/TV Reviews,Overall Seat Comfort,Overall Interior Versatility,Overall Image of the Vehicle,4WD/AWD Availability,Navigation System,Discount/Rebate/Incentive,Towing Capability,"Interest Rate, Credit Terms",Leasing Terms,Audiovisual System,Ease Of Customizing,Engine Performance,"Connectivity (WiFi, Bluetooth, etc.)","Interactive Information System (OnStar, mbrace, iDrive, etc.)",Driving Distance on Full Tank/Charge,Family needs changed,Previous vehicle was damaged or had to be replaced,Wanted a vehicle with a new image,Impulse - I just wanted a new vehicle,New model caught my attention,Previous vehicle too old/needed repairs,Changed/Moved to a new location
Passing Capability,0.0519596941935,0.0459803918676,0.0436550311398,-0.0306229359961,-0.0312276858663,-0.0208904034742,-0.00677593250492,-0.00509644786579,0.104638222014,0.191887111396,0.00981265816171,0.301863115685,0.224996336387,0.257661349593,0.419551444913,0.504599016358,0.473058522389,0.357083508405,0.218482148507,-0.034500507831,0.160763070045,0.146781211382,0.165536724256,0.184528939022,0.105889252433,0.331382901199,0.286990961652,0.0252335259601,-0.0392621848641,0.275015334569,0.0717316039417,-0.0080537959259,0.000251015411478,0.263218565965,0.290930086272,0.327750929933,0.325024815586,0.127008898629,0.277374769704,0.265639883434,0.253727672374,0.0250294239217,0.198740433575,0.190151888136,0.450974827429,0.460585527657,0.454881000612,0.486824601804,0.478545244053,0.443028576176,0.47867266328,0.52868755954,0.470396188917,0.482942512846,0.590049644047,0.603497688709,0.595529936682,0.76625669362,0.813694850157,1.0,0.492384151079,0.462380811318,0.504448984144,0.515977734423,0.521145101878,0.496788659437,0.498883977829,0.499731805386,0.414504895445,0.454001978171,0.45936072426,0.439971766315,0.433813567603,0.463390539396,0.491831402006,0.517249751831,0.477519535805,0.484676290474,0.515654873614,0.507100042946,0.394709619604,0.521445815594,0.400357340195,0.356645856574,0.464078033235,0.500129201517,0.48433621504,0.441936772055,0.352891236558,0.367860591612,0.416853085849,0.409017508054,0.452045963038,0.272758010885,0.262223829796,0.347013112178,0.389556674187,0.478529065372,0.476182014955,0.24262293812,0.22697441097,0.325233948939,0.391698879204,0.386918476876,0.289605678531,0.317296056094,0.371819817841,0.354507539674,0.375919420443,0.306441388101,0.205642091106,0.265355851531,0.497944399283,0.511076390839,0.430079999299,0.283474666083,0.367135533576,0.260209500041,0.307607490859,0.233354282808,0.193478211435,0.433292463856,0.342128439301,0.66294079497,0.413830707963,0.423775557682,0.342393284724,-0.0184227518681,-0.0172984767612,0.0615253266241,0.017462596158,0.0146916605008,0.00947417284998,-0.000181275108101
Overall Interior Styling,0.125062070865,0.083130466554,-0.0133315055278,0.0104080395886,-0.00384980217362,0.00625602826044,0.0125249016041,0.0047963691032,0.154132049929,0.223018119084,-0.0662890029366,0.255765602897,0.252164384861,0.250675340183,0.337517458723,0.33672084999,0.330955516662,0.37940336292,0.287028748488,-0.148193358699,0.0818834615763,0.0644103631064,0.0884303533843,0.115202293738,0.120133111906,0.317111741484,0.290462291002,-0.0216012737154,-0.159931733282,0.328568063758,0.0337862520698,-0.00437613628913,0.0111716344285,0.312412155355,0.381462591401,0.389091522972,0.403039494152,0.102364892858,0.313265666759,0.308595670502,0.30361482996,0.0412621698241,0.233639932736,0.197033607755,0.655078725293,0.518315599026,0.478797820532,0.537806700199,0.621292255435,0.413982262619,0.485599647993,0.548393545091,0.384307721822,0.558108138849,0.51597841245,0.495033118149,0.514224021472,0.515871518664,0.487267055667,0.492384151079,1.0,0.732773969086,0.775356769983,0.752630829786,0.59319391148,0.806871779964,0.562056550933,0.574159769095,0.463164109827,0.505725713823,0.551766015154,0.449930917073,0.447188863227,0.483064280655,0.586292415385,0.554291101309,0.48433747765,0.489132648383,0.563406429754,0.558695438076,0.351472871256,0.485572102726,0.452781833968,0.399853044943,0.485976008823,0.547031627015,0.541780714697,0.462626609056,0.279058229058,0.407343617272,0.431916279648,0.399402904217,0.412717805299,0.293267861102,0.284677335455,0.32464373653,0.3657378412,0.532113058521,0.520491427637,0.228766753806,0.221238164191,0.287953531019,0.453112150294,0.433374166238,0.261042359112,0.299203992758,0.356210283511,0.367193794445,0.355097533927,0.277453047806,0.18554377623,0.252584133693,0.591425030517,0.6150931631,0.529994767981,0.26432497139,0.403670488079,0.250304119995,0.241959249042,0.219537727825,0.16220596978,0.498649717622,0.311967663425,0.512390479173,0.491142102669,0.436879099022,0.298943816117,0.00557088463093,-0.0235831806418,0.103216808024,0.011513619178,0.00924864678188,0.00435872006516,-0.00147736243119
Interior Colors,0.10379836014,0.0531790146553,-0.0199941913659,-0.000294269890868,-0.0125298753117,0.00145294948749,0.00612275328123,0.00297527691124,0.11099289931,0.189775936619,-0.0437012810247,0.250387044275,0.246116976381,0.272398262298,0.329312695613,0.3246356269,0.312801631819,0.329421067736,0.311554558608,-0.066400350714,0.137669881821,0.101799805733,0.147626165352,0.15502791458,0.105852200793,0.313558850548,0.295699803602,0.0206366381801,-0.0732658880913,0.332677693732,0.0922729829336,0.00930950927649,0.00944463370822,0.302330892033,0.37497486217,0.388935856425,0.389933449092,0.142959615016,0.333032743414,0.3122673423,0.310843742854,0.0290371195964,0.20956103741,0.180505985827,0.583614363566,0.540342560408,0.518129920858,0.545776431913,0.535186593728,0.432702404935,0.387259853011,0.476240802824,0.413347774491,0.475114481113,0.456223837399,0.436737619687,0.442625700317,0.462675057294,0.464917582961,0.462380811318,0.732773969086,1.0,0.714183275317,0.692553538019,0.555577472746,0.722273527781,0.547668226068,0.536400922841,0.466629868177,0.493837850028,0.517842591663,0.447196224629,0.487136298571,0.478841790307,0.504261458378,0.51539312489,0.496182756657,0.509939893123,0.549336804896,0.524063993571,0.400571585633,0.468691233088,0.378853194421,0.329265687942,0.421662746788,0.506840034539,0.517865676439,0.442070775203,0.32291579512,0.345988271455,0.377877927279,0.376492724045,0.367832035805,0.260940197545,0.27196709483,0.348631423681,0.365368301846,0.493614436326,0.485222756823,0.247464337368,0.233478098605,0.325635087309,0.445689556212,0.427922429919,0.276218614005,0.340442777412,0.367951606062,0.358670410723,0.357926569204,0.348590835907,0.230626269234,0.282597215158,0.520072105391,0.579162449396,0.502878012733,0.272079344362,0.401274544436,0.282925507864,0.300769431282,0.255386290389,0.213071600391,0.492404073131,0.361157990292,0.44315665521,0.459836476694,0.4577078158,0.325654288251,-0.0040132188351,-0.0245500411069,0.0947641431764,0.0167227663627,0.0128671296653,0.00722582637768,0.000438097666447
Overall Interior Workmanship,0.105300733056,0.0890973555682,0.0399027599955,-0.016089984598,-0.0245670760834,-0.0111486771482,0.00187218025449,0.00390142893684,0.137977627837,0.21667325138,-0.0373731196756,0.24955798198,0.231845642458,0.222613471152,0.320326997945,0.316478824056,0.347228006871,0.376401455467,0.237712570279,-0.141863296767,0.0799592859137,0.0726438809349,0.0713370992576,0.102766635931,0.128231278166,0.292540088671,0.260566562526,-0.00830693154301,-0.153810805159,0.2886734902,0.0159709618996,-0.0365399794825,-0.01245143778,0.311303217558,0.326148130723,0.337227893643,0.382863928039,0.0950341967121,0.266109996192,0.263921237639,0.267913781727,0.0550317053316,0.24837866898,0.208186998014,0.599947969092,0.481429562141,0.447838991055,0.512284915208,0.677797636301,0.438359313686,0.50870633028,0.537129833811,0.38801507353,0.55629491169,0.545746551517,0.539885877775,0.553736723117,0.519528837711,0.482868461709,0.504448984144,0.775356769983,0.714183275317,1.0,0.873486617728,0.599351347043,0.843132270737,0.599499294524,0.599470240635,0.454596625295,0.511114945095,0.551281669933,0.458750397102,0.440810561285,0.500358709606,0.610939244081,0.578192275213,0.490807565585,0.495276267629,0.551078276267,0.575509649222,0.340957951992,0.516111251421,0.508732447726,0.445491795788,0.549436611436,0.565234360096,0.528651264603,0.483088881855,0.29270170099,0.448426852252,0.479904486601,0.434462336593,0.466913571503,0.326001580818,0.299114719687,0.332487516799,0.39279506639,0.519703414218,0.537064132294,0.252641372097,0.240685942567,0.300292294138,0.446790442879,0.448250869222,0.275411649815,0.290683778546,0.380267574818,0.384367682774,0.378888481891,0.250671449707,0.161328833905,0.236058402378,0.609427146139,0.624512150863,0.512644818334,0.254073071196,0.378565122734,0.251717957082,0.223538942055,0.210292971063,0.130792033001,0.464391486511,0.281264412335,0.525543174831,0.469673911247,0.412384704865,0.308987000242,-0.000609753609425,-0.0300733324633,0.0915358988406,0.0128107999602,0.0111829742749,0.00361917249206,-0.0019054188887
Quality of Interior Materials,0.112955191792,0.0857576720056,0.0366638321541,-0.013545714004,-0.0183824158867,-0.0106309827091,-0.001404191361,0.00304402243227,0.125018352464,0.215944495077,-0.0325041842852,0.251738194984,0.237318956323,0.23096795455,0.325967228035,0.327410198213,0.359115759327,0.390210703416,0.261988214258,-0.137459627071,0.0834641783472,0.0780226072138,0.0784195505064,0.107832586814,0.135358723731,0.295038179804,0.259874129457,-0.000195632018613,-0.146329635655,0.285592755689,0.0225890727106,-0.0402939582994,-0.0204058445962,0.323861267122,0.326964118176,0.337728255974,0.381766795418,0.0964932991569,0.268568112156,0.263009068572,0.261304436284,0.0447145086264,0.243642731844,0.209581636384,0.584688872382,0.477015068889,0.450864595303,0.508121528825,0.648445597964,0.436210657999,0.521045986081,0.537544195397,0.399733763527,0.573459283316,0.562144408238,0.559461606818,0.571495075187,0.535063021881,0.489906690039,0.515977734423,0.752630829786,0.692553538019,0.873486617728,1.0,0.606032476398,0.852760015155,0.624965113954,0.62010400533,0.46431930623,0.526039164156,0.564877690458,0.482392623644,0.454639211829,0.520311808434,0.627316234927,0.600403517653,0.504826494545,0.508177962974,0.562651141809,0.592957599262,0.362108310827,0.538609364811,0.51474504861,0.462536668036,0.553256272612,0.577612635588,0.539134736116,0.500903739152,0.318191225556,0.46792288746,0.499536439917,0.456396769627,0.48821978024,0.34172712342,0.311555489052,0.35722276286,0.424690929463,0.526351910036,0.551828369548,0.26987463399,0.254500852354,0.312171943199,0.459044702699,0.464682497399,0.284940246296,0.297932456066,0.397236673717,0.403038996616,0.398576944405,0.262787798568,0.175641233281,0.240709564638,0.626139184869,0.63490246037,0.521123645591,0.267819222391,0.392977509597,0.273570590532,0.244001095415,0.227545147431,0.142604491551,0.47138914768,0.292226394922,0.536892296098,0.469556622046,0.424029738656,0.329827066697,0.00351031345274,-0.0285373115514,0.0931454397286,0.00843306213499,0.00909545640931,0.00344868038176,-0.00204584152427
Instrument Panel,0.0684588175452,0.0582683608896,0.0779393917897,-0.0300984507527,-0.0283415333543,-0.0242301795834,-0.00625223424464,-0.00272979988612,0.112944879664,0.193615214608,0.00485737424372,0.271163078653,0.232847911779,0.240041574213,0.315885768325,0.3245120907,0.357753300609,0.359405223585,0.28628361849,-0.0649756976234,0.140668808575,0.128179508393,0.139872902528,0.150904235812,0.137345621284,0.306350866552,0.284530203098,0.0831882578896,-0.0592061563239,0.278214401902,0.0882045433259,0.0106992317912,0.00108460401945,0.320462521505,0.292313812093,0.31506833319,0.384574625457,0.166304336137,0.266394896307,0.254381214848,0.251909466772,0.0403362088788,0.222123563645,0.196043395687,0.480386172623,0.459572640364,0.456389811782,0.515437097658,0.508135061416,0.455921692798,0.430889818987,0.483301062637,0.442787227792,0.488986874201,0.52102817259,0.518580436153,0.515471520069,0.512512100087,0.498053051564,0.521145101878,0.59319391148,0.555577472746,0.599351347043,0.606032476398,1.0,0.617778156861,0.574545288894,0.567927172791,0.484410528734,0.548982443878,0.54978465798,0.530955655583,0.58062034617,0.566444451193,0.57719271819,0.587572058374,0.535882772624,0.549009310136,0.577927142139,0.576014141262,0.443866140127,0.546414800901,0.451275026876,0.412285423962,0.516096909908,0.637688008306,0.634033629839,0.54793859863,0.381142104412,0.430359440044,0.462700381584,0.453961814745,0.467975464382,0.337185308384,0.307548953007,0.389056913339,0.426529122519,0.571980910978,0.553340576736,0.318576626642,0.284476894388,0.394992967694,0.447995304522,0.445243198633,0.301994279879,0.353223139434,0.409554163317,0.387649374385,0.402855399718,0.342795968019,0.236407997317,0.301811220876,0.583429373738,0.620278730977,0.485556983905,0.275199344304,0.443512877152,0.300070622577,0.30549452305,0.261509313518,0.194963927321,0.531630160372,0.354232308779,0.503813598168,0.500825364035,0.489109732577,0.38369555858,-0.0141431366846,-0.0235663306351,0.0722080121633,0.0104039005585,0.00950347617265,0.00675222767205,-3.40041344151e-05
Overall Interior Design,0.115810729016,0.089085795963,0.0119459234625,-0.00992990376345,-0.015442669372,-0.00731382579482,0.000546734786307,0.000920259930067,0.147516484347,0.222415946582,-0.0476959209521,0.24854127987,0.243267485795,0.236742322801,0.321193162077,0.322390385525,0.340516975432,0.384808300249,0.263430908853,-0.140488854529,0.0743662815626,0.0709545435961,0.077114484404,0.105743871858,0.122576650776,0.301366289586,0.273744938091,-0.0118337801693,-0.150767402793,0.309200588044,0.0247893342241,-0.0224641993527,-0.00761739103745,0.315613217043,0.347643869744,0.360361704792,0.400043496342,0.105664700244,0.285016058895,0.280195455435,0.279856032726,0.053623016975,0.244016219971,0.201071661926,0.620165162551,0.492966229519,0.458936019125,0.526489978821,0.644536064811,0.419487074462,0.49577164723,0.548649583432,0.390107977938,0.560700906978,0.538624085681,0.525986985963,0.54265508594,0.519251227758,0.482872422702,0.496788659437,0.806871779964,0.722273527781,0.843132270737,0.852760015155,0.617778156861,1.0,0.621830487682,0.619916408345,0.471324294688,0.534691234894,0.57386723517,0.479997176068,0.459779183067,0.518899605293,0.614148918262,0.583541848316,0.495515050166,0.510969513621,0.568048196611,0.573411468513,0.351957798457,0.512262895951,0.490848272752,0.435417686496,0.530704139321,0.571831924016,0.548077443756,0.498493692832,0.292528867597,0.444540486598,0.474336196028,0.435281015974,0.452134499858,0.325566133568,0.302017645973,0.336274088239,0.38937325525,0.531743842652,0.542626555966,0.253747448273,0.24383694567,0.30741416165,0.456799824563,0.453736966917,0.275128886191,0.30043308886,0.373803893918,0.381621928524,0.375132710268,0.264174176843,0.181573505749,0.246820012965,0.614974057381,0.644949563459,0.53179944113,0.262823411502,0.392520995209,0.256974335685,0.236972702965,0.217951613207,0.151817481228,0.487090574601,0.298627023497,0.507402450245,0.49166622006,0.42567713997,0.317632027932,0.000869629901992,-0.0276269982323,0.0952080211238,0.0114505026487,0.0101357915614,0.00394585815413,-0.00176626724568
Ease of Front Seat Entry,0.104820650047,0.0300681656171,0.117624403838,-0.0700011896189,-0.0496440175195,-0.051563394254,-0.0305913685509,0.00669040154194,0.0456189433872,0.142229733366,0.0232342174798,0.220585640285,0.212494505162,0.225184054356,0.23755676734,0.258792362383,0.313475411179,0.362723318671,0.339451753527,-0.0183399983692,0.134165062006,0.11983665343,0.120424070656,0.120215573735,0.130759910361,0.257655304755,0.22874340799,0.110150178546,-0.0142168212266,0.21592750516,0.122762216652,0.00150359546356,-0.0133417866921,0.329706075392,0.24578066096,0.246279624153,0.338604161422,0.128919740922,0.214265551368,0.209814212383,0.188329691393,0.0243163069394,0.212165672618,0.198023745607,0.432489751884,0.386146191145,0.402429070936,0.434413848974,0.477255387873,0.428814301659,0.443568734394,0.452642907899,0.46923127384,0.564587685725,0.547629384618,0.536703521364,0.536166669926,0.488284330868,0.470918617567,0.498883977829,0.562056550933,0.547668226068,0.599499294524,0.624965113954,0.574545288894,0.621830487682,1.0,0.825171299392,0.516439857364,0.554274193959,0.606876046182,0.520021452834,0.495009903257,0.586563756178,0.631386619346,0.650606218047,0.542720445805,0.548977037559,0.503347127449,0.563619164778,0.433043630164,0.541517787921,0.444693940692,0.429499441249,0.467079983119,0.567265779448,0.505914452162,0.53465995777,0.377226933958,0.446781853722,0.513046226617,0.501548319977,0.498200134339,0.36044389426,0.33763377888,0.385752670683,0.447795882749,0.455829815907,0.504787943445,0.332601472841,0.325140723994,0.377997964504,0.415694840309,0.430582202551,0.287241412966,0.354438605121,0.431139079493,0.415232148725,0.42303383534,0.328372181768,0.223101909299,0.241558678176,0.635655007274,0.609741789245,0.450218622426,0.245374994639,0.360800043096,0.310475032572,0.288511877474,0.2773736914,0.173757184318,0.415183020487,0.30034659093,0.502413356187,0.397569082132,0.412146103227,0.410908577678,-0.0110524894126,-0.0163807811851,0.0454668109144,0.0114539829205,0.00687768396583,0.0100092405293,
Front Seat Roominess,0.100833133929,0.0278875470577,0.0800525112181,-0.0495838543581,-0.0389214010495,-0.0400350349216,-0.0146623232235,0.0126919748872,0.0600181537461,0.152110668173,0.00705185253205,0.22612146391,0.225809986773,0.217704022335,0.242092345498,0.264908676273,0.313424237819,0.371455650208,0.342923709382,-0.0402944433014,0.124373722621,0.11166996108,0.110283179559,0.116638958253,0.146025311384,0.25851596059,0.233195295916,0.0937580584668,-0.0382232369208,0.218453646579,0.114395136898,0.00752240217697,0.00378776288846,0.33020840083,0.255377302901,0.251422033825,0.345369101878,0.10482261506,0.216569326879,0.213130699436,0.182502637159,0.0249865179462,0.211940707492,0.200293729019,0.446149139059,0.386074698243,0.392519989055,0.429011570299,0.483315473393,0.40027378351,0.460503286668,0.461577958172,0.445926100967,0.587182692007,0.548476409276,0.53933096112,0.546451908331,0.498247177249,0.471658976108,0.499731805386,0.574159769095,0.536400922841,0.599470240635,0.62010400533,0.567927172791,0.619916408345,0.825171299392,1.0,0.550503788225,0.572053579353,0.66922749068,0.524557978071,0.476131778903,0.576106958524,0.668204375275,0.653475626021,0.541819461914,0.538549943311,0.509618249563,0.566850601111,0.412766004475,0.538323987175,0.455529378579,0.442624721019,0.468804357141,0.556564118127,0.502246103893,0.538417653956,0.35230471437,0.45501364283,0.513507878582,0.498710326442,0.496362194027,0.370045631032,0.346136205584,0.369473052006,0.44044338289,0.461155469516,0.49930272935,0.332250895765,0.320450724205,0.349457897457,0.416375349706,0.426574359576,0.275381415036,0.329280364152,0.412933834588,0.404117796456,0.406102379861,0.306269992931,0.208632174187,0.226552484318,0.670985324995,0.613259704329,0.456431387571,0.239715705216,0.35215438454,0.306852543962,0.273512243723,0.270124133306,0.161612244085,0.421681185885,0.292267432249,0.509760558163,0.410288162844,0.396403438259,0.404116130612,-0.0065227369722,-0.0135828277971,0.0597192822043,0.0116013342897,0.0121109385181,0.00963337752302,
Passenger Seating Capacity,0.112533102585,-0.00464586598621,-0.0893420059167,0.154950402226,0.108015078864,0.104695509954,0.0661091163547,0.0395027776734,0.0729499458106,0.172705223769,0.0446568622739,0.209131591182,0.214900176095,0.258131499863,0.262492069395,0.271291525536,0.2762352788,0.304427700992,0.336058674138,0.0506224776006,0.192258714354,0.174784014246,0.225436045224,0.217678457504,0.261998671643,0.270710179107,0.23625634447,0.123279084517,0.0594250926748,0.228759490129,0.170210353003,0.0600254855426,0.0502100561603,0.285928161867,0.262239910369,0.249431414649,0.344960263872,0.187569654445,0.252686187273,0.211604297967,0.203117899034,-0.00783372475817,0.19199767775,0.178968144412,0.374171937084,0.361391104535,0.384184172641,0.390236190812,0.368636423206,0.351316502449,0.331892983311,0.341973391149,0.433231128732,0.446268817622,0.420778062848,0.406354572344,0.39971219951,0.410120961423,0.419794827896,0.414504895445,0.463164109827,0.466629868177,0.454596625295,0.46431930623,0.484410528734,0.471324294688,0.516439857364,0.550503788225,1.0,0.653858042237,0.758025707257,0.586300334261,0.462205888076,0.59273214043,0.467584493668,0.46702107069,0.4455107037,0.552148514889,0.435460957489,0.461887301159,0.415195989116,0.447488073752,0.367313863465,0.357835884017,0.382194061659,0.437055622922,0.438456819895,0.564349329072,0.353723446546,0.373191658923,0.373330967591,0.411970790404,0.380285786837,0.311567412924,0.29448432833,0.343853021466,0.356337039152,0.419046634315,0.430582367744,0.300778939971,0.294957689168,0.370509726794,0.370830881673,0.364870889528,0.25655299841,0.335776106831,0.351635241322,0.339888234589,0.344017904292,0.365726000184,0.295016101802,0.291638054713,0.495405612684,0.545757987948,0.39635521635,0.280699366704,0.328485470912,0.294196546296,0.35793771404,0.286053574311,0.228148530777,0.41808303526,0.367424372202,0.413522052248,0.366165132618,0.41096881807,0.372356684367,0.084289452666,0.00640976065461,0.0330487177053,0.00695475596777,0.0169834593001,0.0112642543252,0.00074170174561
Interior Storage,0.142040089445,0.0272396048079,-0.0474285573982,0.0377111536504,0.0518954916767,0.0210156317557,-0.00642288769699,-0.00203836092705,0.0675369988617,0.177002828892,0.0490021687328,0.207748838888,0.213182537143,0.248408496007,0.247093571161,0.257938827746,0.286910580083,0.323973583577,0.331893605836,0.0329230877332,0.18071125752,0.180002442134,0.207451148614,0.21685421572,0.208740465042,0.273833047737,0.247971245909,0.139378876588,0.0386800084332,0.234560786237,0.15688302445,0.0425396201031,0.0238391604334,0.295017402841,0.252786796025,0.245094559073,0.375947037226,0.171980828968,0.242868102536,0.216767190992,0.203573112752,0.0230144781969,0.203984040189,0.188720074205,0.405319467182,0.367211067119,0.383932216325,0.407461477089,0.417467391649,0.36966809405,0.377489104373,0.388144783384,0.466282102721,0.493294741707,0.48020605326,0.467348304774,0.462223355614,0.448200230932,0.445250755775,0.454001978171,0.505725713823,0.493837850028,0.511114945095,0.526039164156,0.548982443878,0.534691234894,0.554274193959,0.572053579353,0.653858042237,1.0,0.74334121324,0.784811723029,0.503349968118,0.79855231309,0.524835283361,0.530240299217,0.489356305765,0.614159698103,0.472651294984,0.502370912267,0.425706110544,0.485871385618,0.426725200739,0.403563423503,0.443599503138,0.501963525357,0.474250184548,0.76141534184,0.362069590348,0.416110181097,0.441286841832,0.468179951407,0.439817096082,0.359429575929,0.332156544139,0.379674495816,0.391483449965,0.451079468024,0.481835926698,0.343280025127,0.329154058244,0.398067388968,0.401433376279,0.401850397271,0.27891224411,0.34624807808,0.373107909492,0.357675753978,0.365916171959,0.344640635724,0.276443698549,0.280871426225,0.541540961172,0.621417713845,0.423239503277,0.310103112148,0.337583459438,0.292634097555,0.356432849565,0.27249327013,0.198094949238,0.4341329211,0.362605621158,0.44700126513,0.399049629265,0.410918630667,0.411960733681,0.0379333176841,-0.00646119876889,0.0487333687101,0.0130117873789,0.011307545389,0.00338291488613,-6.00491587862e-05
Interior Roominess,0.119181523592,0.0138088380846,-0.0454361968773,0.0666467032403,0.0588352180993,0.0416133519706,0.0186857265601,0.0267776426209,0.0721438434152,0.178408431106,0.0197397322258,0.213063060715,0.238111430179,0.239524479443,0.25743082908,0.270824664245,0.299583005546,0.363488313326,0.358611259574,-0.00801480564613,0.146073331048,0.143904098094,0.16304465925,0.174183226335,0.232359464642,0.271664961276,0.244224023706,0.11093282707,-0.00433749870244,0.236491196641,0.15117122948,0.0348387743089,0.028477620779,0.323539355196,0.27146156155,0.259343513642,0.378297316741,0.13742955153,0.242587589432,0.214602569319,0.194473701713,0.0173801543061,0.22418852997,0.20003604898,0.436398351427,0.379479419283,0.388746615978,0.413080608458,0.447316422931,0.358680926259,0.416937020439,0.411106067748,0.442092159855,0.549394531398,0.505737465836,0.483392307471,0.495411486702,0.467039031479,0.449341575117,0.45936072426,0.551766015154,0.517842591663,0.551281669933,0.564877690458,0.54978465798,0.57386723517,0.606876046182,0.66922749068,0.758025707257,0.74334121324,1.0,0.645055411485,0.473079131392,0.666367405781,0.589855368553,0.566320904978,0.491514881795,0.565341939351,0.478270194352,0.532831115762,0.410963142744,0.504772145954,0.452594169123,0.432650265384,0.451403966553,0.511451454169,0.478029328797,0.636515923235,0.351401811916,0.444916625244,0.464490838099,0.481834420059,0.455319102605,0.3816867671,0.354131831576,0.372611172566,0.409138226596,0.451041044444,0.490774559603,0.337637400693,0.335175437057,0.363559289045,0.4100076736,0.417759732741,0.266135948709,0.328578100707,0.381186792766,0.382988300558,0.374316655082,0.327806514966,0.255969420014,0.260346940642,0.606389502358,0.620739057373,0.444014177715,0.272772095378,0.341202509165,0.306041125635,0.314841445191,0.284377456666,0.184668436316,0.434330343129,0.334045792459,0.47138916946,0.401079233376,0.399277942906,0.40286000983,0.0561402244416,0.00175086922231,0.0516968233715,0.0105800936122,0.0134097679787,0.00924214097832,-0.0010148543585
