Respondent,First New,Type of Sale,Marriage Status,Education Level,Race,Ownership,Age,Grade,Previous Model,Miles / Day,City Driving,Highway Driving,Rural Driving,Income Group
1016037812,0,Buy,Divorced/Widowed/Separated,College graduate,Pref not to answer,Long,4,SV,1,Low,0,1,0,"$75,001-$100,000"
1016041593,0,Special,Single/Not Married,Some college,Pref not to answer,Medium,4,S,0,Medium,1,1,0,"$50,001-$75,000"
1016042506,0,Special,Married,Post graduate study/degree,White,Medium,4,SV,1,High,0,1,0,"$50,001-$75,000"
1016042646,0,Lease,Married,Some college,White,Medium,5,SR,0,Low,1,0,0,"$30,000-$50,000"
1016045440,0,Lease,Married,Post graduate study/degree,White,Long,2,SR,1,Low,1,0,0,"$30,000-$50,000"
1016045955,0,Special,Married,Some college,Pref not to answer,Long,5,SL,0,Low,1,1,1,"$30,000-$50,000"
1016059263,0,Lease,Married,College graduate,White,Medium,5,SR,0,Low,1,1,0,"$75,001-$100,000"
1016064518,0,Buy,Married,Post graduate study/degree,White,Long,3,SV,0,Medium,1,0,0,"$75,001-$100,000"
1016069250,0,Buy,Single/Not Married,Some college,African-American/Black,Short,5,SV,0,Medium,0,1,0,"Under $30,000"
1016069544,1,Buy,Single/Not Married,College graduate,African-American/Black,Short,2,S,0,Low,0,1,0,"Under $30,000"
1016072340,0,Special,Married,Some college,White,Long,5,SV,1,High,0,0,1,"$100,001-$150,000"
1016074629,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,African-American/Black,Short,3,SR,0,Low,1,0,0,"$75,001-$100,000"
1016080262,0,Buy,Married,Some college,White,Long,5,SV,1,Medium,1,0,0,"$75,001-$100,000"
1016083970,1,Lease,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,Other,Medium,2,SR,0,Low,1,0,0,"$75,001-$100,000"
1016088433,0,Lease,Divorced/Widowed/Separated,College graduate,White,Medium,6,SV,0,Low,1,0,0,"$50,001-$75,000"
1016102711,0,Buy,Married,Some college,White,Medium,5,SV,0,Medium,0,0,1,"$30,000-$50,000"
1016111010,1,Buy,Living With Sig Oth/Dom Prtnr,College graduate,Pref not to answer,Long,2,SR,1,High,0,1,0,"$50,001-$75,000"
1016112539,0,Buy,Single/Not Married,Some college,White,Medium,2,S,0,Medium,1,0,0,"Under $30,000"
1016117964,0,Special,Single/Not Married,College graduate,Hispanic,Long,2,SR,0,Medium,1,1,0,"$30,000-$50,000"
1016122623,0,Buy,Married,Some college,Hispanic,Short,5,SV,0,Medium,1,0,0,"$50,001-$75,000"
1016137167,0,Buy,Single/Not Married,Post graduate study/degree,White,Long,2,SV,1,Low,0,1,1,"$30,000-$50,000"
1016138392,1,Special,Married,College graduate,White,Medium,3,SR,0,High,0,1,0,"$100,001-$150,000"
1016138538,0,Special,Married,High school graduate or less,White,Long,4,S,1,Medium,1,1,0,"$75,001-$100,000"
1016144287,0,Special,Married,Some college,White,Long,3,SL,0,Very High,0,1,0,"$200,001-$250,000"
1016144953,0,Special,Divorced/Widowed/Separated,High school graduate or less,Other,Short,6,S,0,Low,1,0,0,"$50,001-$75,000"
1016148533,0,Buy,Married,College graduate,Pref not to answer,Medium,3,SV,1,High,0,1,0,"$30,000-$50,000"
1016150481,0,Buy,Divorced/Widowed/Separated,College graduate,White,Medium,5,SV,0,Medium,1,1,0,"$100,001-$150,000"
1016153200,0,Lease,Single/Not Married,College graduate,White,Long,4,SV,0,Medium,0,1,0,"$30,000-$50,000"
1016155335,1,Buy,Married,College graduate,White,Long,5,SV,1,Medium,1,0,0,"$30,000-$50,000"
1016173988,1,Buy,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,2,SV,1,Low,0,0,1,"Under $30,000"
1016176880,0,Lease,Married,Some college,White,Medium,5,S,1,Medium,0,0,1,"$30,000-$50,000"
1016178483,1,Special,Single/Not Married,Post graduate study/degree,Hispanic,Long,2,SL,1,Medium,0,1,0,"$30,000-$50,000"
1016179056,1,Buy,Married,Some college,African-American/Black,Long,3,SL,1,High,0,0,1,"$75,001-$100,000"
1016179692,0,Buy,Married,Some college,White,Medium,4,SR,0,Medium,0,1,0,"$50,001-$75,000"
1016180070,0,Special,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,SV,1,Low,1,0,0,"Under $30,000"
1016181204,1,Buy,Married,High school graduate or less,White,Long,6,SR,0,Medium,0,0,1,"$50,001-$75,000"
1016181220,0,Lease,Married,Post graduate study/degree,White,Medium,4,SV,0,Medium,1,0,0,"$50,001-$75,000"
1016181867,0,Lease,Married,Some college,White,Medium,6,SR,0,Medium,0,1,1,"$30,000-$50,000"
1016185595,0,Buy,Married,Post graduate study/degree,White,Long,4,SR,1,Medium,1,0,0,"$75,001-$100,000"
1016186494,0,Special,Married,Some college,African-American/Black,Short,4,SR,0,High,0,1,1,"$50,001-$75,000"
1016188195,0,Lease,Married,College graduate,White,Long,4,SR,1,Low,1,0,0,"$150,001-$200,000"
1016198085,1,Buy,Single/Not Married,Some college,White,Long,2,SR,1,Low,1,1,0,"$30,000-$50,000"
1016200985,1,Special,Single/Not Married,College graduate,White,Long,1,SV,1,Low,1,0,0,"$50,001-$75,000"
1016207505,0,Lease,Single/Not Married,Some college,White,Medium,3,SV,0,Medium,1,0,0,"$50,001-$75,000"
1016220692,0,Buy,Married,College graduate,White,Long,2,S,1,Medium,0,1,0,"$50,001-$75,000"
1016224582,0,Buy,Married,College graduate,White,Long,5,SR,1,High,0,1,0,"$75,001-$100,000"
1016230108,0,Special,Married,Some college,White,Medium,4,SR,0,High,0,1,0,"$50,001-$75,000"
1016234928,1,Buy,Married,High school graduate or less,White,Long,4,SV,1,High,0,0,1,"$75,001-$100,000"
1016236890,1,Special,Married,College graduate,White,Long,2,SV,1,Medium,0,0,0,"$75,001-$100,000"
1016237358,0,Special,Married,College graduate,White,Long,4,SV,0,Low,0,0,1,"$75,001-$100,000"
1016243536,0,Special,Living With Sig Oth/Dom Prtnr,Some college,Pref not to answer,Short,3,SR,0,High,0,1,0,"$100,001-$150,000"
1016244036,0,Lease,Divorced/Widowed/Separated,High school graduate or less,White,Medium,6,SR,0,Low,1,0,0,"$30,000-$50,000"
1016245555,0,Lease,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Long,3,S,1,Medium,0,1,0,"$75,001-$100,000"
1016247744,0,Special,Married,College graduate,White,Long,2,SR,1,High,0,1,0,"$75,001-$100,000"
1016258533,0,Special,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Long,4,SR,1,Medium,0,1,0,"$30,000-$50,000"
1016264550,1,Buy,Single/Not Married,High school graduate or less,Other,Long,1,S,1,Low,1,1,0,"$30,000-$50,000"
1016267141,0,Special,Married,High school graduate or less,Hispanic,Short,4,S,0,High,1,0,0,"$50,001-$75,000"
1016276841,0,Lease,Married,Some college,White,Short,3,SV,0,Low,0,1,0,"$150,001-$200,000"
1016279670,0,Buy,Married,Post graduate study/degree,Hispanic,Long,2,SR,1,Medium,0,0,1,"$50,001-$75,000"
1016281195,0,Lease,Divorced/Widowed/Separated,Some college,White,Short,4,SR,0,Low,1,0,0,"$50,001-$75,000"
1016284763,0,Buy,Married,Post graduate study/degree,White,Medium,5,S,0,Low,1,0,0,"$100,001-$150,000"
1016286995,1,Lease,Single/Not Married,Post graduate study/degree,White,Medium,2,SL,0,Low,1,0,0,"$75,001-$100,000"
1016290445,1,Lease,Single/Not Married,Some college,Hispanic,Long,2,SV,1,Low,1,0,0,"$100,001-$150,000"
1016294521,1,Buy,Single/Not Married,High school graduate or less,White,Medium,3,SV,1,High,0,1,0,"$30,000-$50,000"
1016299353,0,Special,Divorced/Widowed/Separated,Some college,White,Long,5,SV,1,High,0,1,0,"$75,001-$100,000"
1016306961,0,Special,Married,College graduate,White,Short,2,SR,1,High,0,1,0,"$100,001-$150,000"
1016309103,1,Buy,Divorced/Widowed/Separated,Post graduate study/degree,Native American,Long,1,SL,1,Medium,1,0,0,"$30,000-$50,000"
1016310705,0,Buy,Married,College graduate,Pref not to answer,Long,6,S,1,Medium,1,0,0,"$30,000-$50,000"
1016324293,0,Buy,Married,College graduate,White,Long,4,S,0,High,0,1,0,"$75,001-$100,000"
1016324862,1,Buy,Single/Not Married,College graduate,White,Long,1,S,1,Medium,0,1,0,"Under $30,000"
1016330471,0,Lease,Divorced/Widowed/Separated,Some college,White,Long,5,SR,1,Low,1,0,0,"Under $30,000"
1016331060,0,Lease,Divorced/Widowed/Separated,Some college,White,Short,4,SR,0,Medium,1,0,0,"$30,000-$50,000"
1016333284,1,Lease,Divorced/Widowed/Separated,College graduate,Pref not to answer,Short,4,S,0,Medium,1,0,0,"Under $30,000"
1016334035,0,Lease,Married,College graduate,Pref not to answer,Medium,2,SR,1,Medium,0,1,0,"$75,001-$100,000"
1016341260,0,Special,Married,College graduate,White,Medium,4,SR,1,High,0,1,0,"$150,001-$200,000"
1016341970,0,Special,Single/Not Married,Post graduate study/degree,White,Long,3,SL,0,High,1,0,0,"$75,001-$100,000"
1016352106,0,Buy,Single/Not Married,College graduate,White,Medium,6,SR,0,Low,0,0,1,"$30,000-$50,000"
1016353668,1,Buy,Married,College graduate,Other,Long,3,SR,1,Medium,0,1,0,"$100,001-$150,000"
1016366271,0,Buy,Divorced/Widowed/Separated,College graduate,White,Long,4,S,0,Low,1,0,0,"$30,000-$50,000"
1016369483,0,Lease,Married,Some college,White,Short,6,SR,1,Medium,1,0,0,"$30,000-$50,000"
1016371496,0,Buy,Divorced/Widowed/Separated,College graduate,White,Short,6,SR,0,High,0,1,0,"$50,001-$75,000"
1016373820,1,Buy,Single/Not Married,Some college,White,Long,1,S,0,Low,1,0,0,"$75,001-$100,000"
1016374835,1,Buy,Married,High school graduate or less,Hispanic,Short,3,SV,0,Medium,1,1,0,"$50,001-$75,000"
1016375289,0,Lease,Married,High school graduate or less,White,Medium,6,SR,1,Medium,1,1,0,"$75,001-$100,000"
1016376196,0,Lease,Divorced/Widowed/Separated,Some college,White,Short,4,SR,0,High,1,0,0,"Under $30,000"
1016376676,0,Buy,Married,College graduate,White,Long,6,SV,1,Medium,1,1,0,"$50,001-$75,000"
1016388321,1,Buy,Married,Some college,White,Medium,4,SR,1,High,1,1,0,"$75,001-$100,000"
1016393899,0,Lease,Divorced/Widowed/Separated,College graduate,White,Medium,5,SR,0,Medium,0,1,0,"$30,000-$50,000"
1016397479,0,Lease,Married,College graduate,White,Medium,2,SR,0,Low,1,0,0,"$30,000-$50,000"
1016401131,1,Special,Married,College graduate,Asian,Long,2,S,1,Low,1,0,0,"$100,001-$150,000"
1016402596,0,Buy,Married,High school graduate or less,White,Long,4,SR,1,Low,1,0,0,"$50,001-$75,000"
1016403185,1,Buy,Married,College graduate,Pref not to answer,Long,2,SV,1,Medium,1,1,1,"$30,000-$50,000"
1016405200,1,Buy,Married,Some college,African-American/Black,Long,3,S,1,Medium,1,1,0,"$30,000-$50,000"
1016406001,0,Buy,Married,High school graduate or less,Other,Long,5,S,1,Low,1,1,0,"$30,000-$50,000"
1016410475,0,Special,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Short,3,SL,0,High,1,0,0,"$100,001-$150,000"
1016412281,0,Buy,Single/Not Married,Some college,Hispanic,Long,5,SR,1,Medium,1,0,0,"$30,000-$50,000"
1016414713,0,Special,Married,High school graduate or less,White,Short,4,SV,0,Low,1,1,0,"$75,001-$100,000"
1016415442,1,Buy,Single/Not Married,College graduate,Hispanic,Long,2,SV,1,High,1,1,1,"$30,000-$50,000"
1016417097,1,Buy,Single/Not Married,Some college,Pref not to answer,Long,1,SR,1,Low,1,0,0,"$30,000-$50,000"
1016435591,0,Special,Single/Not Married,High school graduate or less,White,Long,3,SV,0,High,0,1,0,"$50,001-$75,000"
1016444507,0,Special,Married,College graduate,White,Long,4,SL,1,High,1,0,0,"$75,001-$100,000"
1016446291,0,Lease,Married,Some college,White,Short,5,S,0,Low,1,0,0,"$30,000-$50,000"
1016450469,0,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,6,SV,0,Low,0,0,1,"$30,000-$50,000"
1016453930,0,Special,Single/Not Married,College graduate,White,Medium,2,SR,0,High,1,1,0,"$30,000-$50,000"
1016458613,0,Lease,Living With Sig Oth/Dom Prtnr,Some college,White,Medium,2,SR,0,Medium,0,1,0,"Under $30,000"
1016462386,0,Special,Single/Not Married,College graduate,White,Long,2,SR,1,Medium,1,0,0,"$30,000-$50,000"
1016464931,0,Lease,Single/Not Married,College graduate,Pref not to answer,Medium,3,SR,0,Medium,0,1,0,"$30,000-$50,000"
1016465237,0,Buy,Married,Some college,White,Long,5,SV,0,High,0,1,0,"$75,001-$100,000"
1016479734,0,Buy,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,5,S,1,Medium,1,0,0,"Under $30,000"
1016488962,1,Buy,Single/Not Married,Some college,African-American/Black,Long,1,SR,1,Medium,1,0,0,"Under $30,000"
1016490436,1,Buy,Married,Post graduate study/degree,African-American/Black,Medium,3,SV,1,High,0,1,0,"$75,001-$100,000"
1016497945,1,Buy,Married,College graduate,Hispanic,Short,5,SV,0,Low,1,0,0,"$50,001-$75,000"
1016501217,0,Special,Divorced/Widowed/Separated,Post graduate study/degree,Pref not to answer,Long,6,SR,1,Low,1,0,0,"$50,001-$75,000"
1016505654,0,Special,Married,College graduate,White,Long,6,SV,1,High,0,0,1,"Under $30,000"
1016507525,0,Lease,Married,Some college,White,Short,5,SV,0,Low,1,0,0,"$50,001-$75,000"
1016507860,1,Lease,Married,Some college,White,Long,3,SV,1,Medium,1,1,0,"$75,001-$100,000"
1016508475,0,Lease,Single/Not Married,Post graduate study/degree,White,Short,5,SL,0,Medium,1,0,0,"$30,000-$50,000"
1016512979,0,Special,Married,College graduate,White,Medium,2,SR,1,Medium,0,1,0,"$100,001-$150,000"
1016520378,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,5,S,0,Low,1,0,0,"$75,001-$100,000"
1016521234,0,Special,Married,Post graduate study/degree,White,Long,6,SV,0,Low,1,0,0,"$50,001-$75,000"
1016522273,0,Special,Single/Not Married,College graduate,White,Long,4,SR,1,Low,1,0,0,"$75,001-$100,000"
1016522834,1,Buy,Single/Not Married,College graduate,African-American/Black,Long,2,S,1,High,1,1,0,"$50,001-$75,000"
1016526937,0,Special,Married,Some college,White,Short,3,SR,1,Medium,0,0,1,"$50,001-$75,000"
1016544153,1,Special,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Short,1,SV,0,High,1,1,0,"$30,000-$50,000"
1016546296,0,Special,Divorced/Widowed/Separated,College graduate,White,Medium,6,SR,1,Low,0,0,1,"$75,001-$100,000"
1016554086,1,Special,Single/Not Married,College graduate,White,Long,1,SR,1,Medium,0,1,0,"$50,001-$75,000"
1016554280,0,Special,Married,Post graduate study/degree,Hispanic,Medium,2,S,0,Medium,0,1,0,"$75,001-$100,000"
1016555775,0,Special,Single/Not Married,College graduate,Hispanic,Long,1,SV,1,Medium,0,1,0,"$30,000-$50,000"
1016558790,0,Special,Married,High school graduate or less,Hispanic,Long,3,SR,0,Medium,0,0,0,"$50,001-$75,000"
1016562046,1,Special,Single/Not Married,High school graduate or less,White,Long,3,SR,1,High,1,1,0,"$30,000-$50,000"
1016572475,0,Lease,Single/Not Married,College graduate,White,Medium,5,S,0,Low,0,0,1,"$30,000-$50,000"
1016573110,0,Lease,Divorced/Widowed/Separated,College graduate,White,Long,4,S,1,Medium,1,1,0,"$50,001-$75,000"
1016579208,0,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,SV,1,Medium,0,1,0,"Under $30,000"
1016588398,0,Lease,Divorced/Widowed/Separated,College graduate,White,Long,4,SR,0,Medium,1,0,0,"$75,001-$100,000"
1016589130,0,Buy,Single/Not Married,Post graduate study/degree,White,Long,3,SR,1,Medium,1,1,0,"$75,001-$100,000"
1016595351,0,Buy,Married,College graduate,White,Medium,5,SR,0,Low,0,0,1,"$100,001-$150,000"
1016599292,1,Buy,Married,Post graduate study/degree,White,Long,2,SR,1,Medium,1,1,0,"$50,001-$75,000"
1016602811,1,Buy,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Long,2,S,1,Medium,1,0,0,"$30,000-$50,000"
1016609468,0,Buy,Single/Not Married,Some college,White,Medium,3,SV,1,Medium,1,0,0,"$30,000-$50,000"
1016621174,0,Buy,Married,College graduate,White,Short,6,SL,0,High,1,0,0,"$30,000-$50,000"
1016621700,0,Buy,Married,High school graduate or less,White,Medium,5,S,1,Low,0,0,1,"$30,000-$50,000"
1016622677,0,Buy,Single/Not Married,College graduate,Pref not to answer,Long,5,S,1,Medium,0,1,0,"$30,000-$50,000"
1016626052,0,Lease,Married,Some college,White,Short,6,S,0,Low,1,0,0,"$75,001-$100,000"
1016630432,0,Buy,Married,Some college,White,Medium,6,SR,0,Low,1,0,0,"$30,000-$50,000"
1016631005,0,Buy,Married,Some college,White,Long,5,SR,1,Medium,1,0,0,"$30,000-$50,000"
1016637178,0,Special,Married,Some college,White,Long,4,SL,1,Low,0,0,1,"$30,000-$50,000"
1016637496,1,Special,Divorced/Widowed/Separated,Some college,African-American/Black,Long,5,S,0,Medium,1,0,0,"Under $30,000"
1016638743,0,Special,Married,College graduate,White,Long,4,SL,1,Low,1,0,0,"$75,001-$100,000"
1016643780,0,Special,Married,College graduate,African-American/Black,Short,2,SL,0,Medium,1,1,0,"$30,000-$50,000"
1016649109,0,Special,Married,College graduate,White,Long,4,SV,1,Low,1,0,0,"$100,001-$150,000"
1016651235,0,Special,Single/Not Married,College graduate,White,Medium,1,SV,0,Medium,0,1,0,"$30,000-$50,000"
1016653980,1,Buy,Single/Not Married,High school graduate or less,African-American/Black,Long,4,S,1,Medium,1,0,0,"Under $30,000"
1016654668,0,Special,Married,Some college,White,Long,4,SR,1,Medium,1,0,0,"$75,001-$100,000"
1016654862,0,Buy,Married,Some college,White,Long,6,SR,1,Low,0,1,0,"$30,000-$50,000"
1016663217,0,Buy,Divorced/Widowed/Separated,College graduate,Other,Short,3,SR,1,High,1,0,0,"$75,001-$100,000"
1016663764,1,Buy,Single/Not Married,High school graduate or less,Pref not to answer,Medium,4,SV,1,Low,1,0,0,"$30,000-$50,000"
1016664809,1,Special,Living With Sig Oth/Dom Prtnr,Some college,White,Long,2,S,1,Medium,1,1,1,"Under $30,000"
1016667557,0,Special,Married,Some college,White,Long,5,SV,1,Medium,1,0,0,"$100,001-$150,000"
1016676939,1,Buy,Single/Not Married,Some college,Hispanic,Short,1,SV,1,Medium,1,1,0,"Under $30,000"
1016679199,0,Buy,Married,Some college,Hispanic,Medium,4,S,0,Medium,0,1,1,"$75,001-$100,000"
1016681053,0,Special,Married,Some college,White,Long,4,S,1,Medium,0,0,1,"$50,001-$75,000"
1016681665,0,Buy,Married,College graduate,Hispanic,Medium,3,S,1,Low,1,0,0,"$30,000-$50,000"
1016683226,1,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,4,S,0,Medium,0,1,0,"$75,001-$100,000"
1016686241,0,Lease,Single/Not Married,Some college,Pref not to answer,Long,5,SV,1,Medium,1,1,0,"$30,000-$50,000"
1016687450,0,Special,Married,College graduate,White,Short,6,SV,1,Medium,1,0,0,"$50,001-$75,000"
1016690940,1,Lease,Married,Post graduate study/degree,White,Long,3,S,1,Low,1,0,0,"$30,000-$50,000"
1016700309,1,Special,Single/Not Married,College graduate,White,Long,2,SV,1,High,1,0,0,"Under $30,000"
1016700457,1,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,Pref not to answer,Long,2,S,1,Medium,1,0,0,"Under $30,000"
1016703340,0,Special,Married,High school graduate or less,White,Short,2,SR,0,Low,1,1,0,"$75,001-$100,000"
1016705491,1,Special,Married,Some college,Hispanic,Long,2,SL,1,High,0,1,0,"$100,001-$150,000"
1016719832,0,Buy,Married,High school graduate or less,White,Short,3,SV,1,Medium,0,1,0,"$50,001-$75,000"
1016721934,0,Special,Married,High school graduate or less,White,Medium,5,SL,0,Low,1,1,1,"$30,000-$50,000"
1016736877,0,Buy,Married,Post graduate study/degree,White,Long,5,SV,0,Medium,1,0,0,"$100,001-$150,000"
1016737318,0,Lease,Married,College graduate,Pref not to answer,Short,5,S,1,Medium,0,0,1,"$30,000-$50,000"
1016738535,1,Lease,Single/Not Married,Post graduate study/degree,Pref not to answer,Long,2,SV,1,Medium,1,1,0,"$50,001-$75,000"
1016740521,0,Special,Married,Some college,White,Short,6,SR,1,High,1,1,0,"$50,001-$75,000"
1016741064,0,Lease,Married,College graduate,White,Short,5,SR,0,Low,0,0,1,"$100,001-$150,000"
1016741277,0,Special,Living With Sig Oth/Dom Prtnr,Some college,White,Medium,4,SR,0,Medium,0,1,0,"$30,000-$50,000"
1016743369,0,Special,Married,College graduate,White,Medium,4,SR,0,Low,0,0,1,"$50,001-$75,000"
1016743768,0,Lease,Divorced/Widowed/Separated,Some college,White,Short,4,SV,0,Medium,0,0,1,"$50,001-$75,000"
1016745485,0,Buy,Married,College graduate,White,Long,3,SV,1,High,1,0,1,"$30,000-$50,000"
1016749022,0,Special,Married,College graduate,Asian,Medium,2,SR,0,Medium,0,1,0,"$30,000-$50,000"
1016749219,0,Special,Married,High school graduate or less,White,Long,5,S,1,Low,0,0,1,"$30,000-$50,000"
1016749430,0,Special,Married,College graduate,White,Long,4,SL,1,High,0,1,1,"$30,000-$50,000"
1016753518,0,Buy,Living With Sig Oth/Dom Prtnr,Some college,African-American/Black,Short,3,SV,0,Medium,1,0,0,"$30,000-$50,000"
1016757718,0,Special,Divorced/Widowed/Separated,College graduate,White,Long,5,SR,1,Medium,1,1,1,"$30,000-$50,000"
1016761189,0,Buy,Single/Not Married,College graduate,Asian,Long,3,SV,0,Medium,1,1,0,"$50,001-$75,000"
1016771729,0,Special,Married,Some college,Hispanic,Long,4,S,0,Low,1,1,0,"$30,000-$50,000"
1016780558,0,Buy,Married,College graduate,White,Medium,5,SV,1,Low,0,1,1,"$30,000-$50,000"
1016781953,0,Special,Married,Other,White,Long,2,S,0,Low,0,1,0,"$75,001-$100,000"
1016792777,0,Buy,Married,College graduate,White,Short,2,SV,1,Medium,1,1,0,"$50,001-$75,000"
1016795334,0,Buy,Married,College graduate,White,Medium,6,SR,0,High,0,1,0,"$50,001-$75,000"
1016795555,1,Buy,Married,College graduate,Pref not to answer,Long,3,SV,0,Medium,0,1,0,"$30,000-$50,000"
1016796551,0,Special,Divorced/Widowed/Separated,Some college,White,Long,5,SR,1,Low,0,0,1,"Under $30,000"
1016799160,1,Lease,Single/Not Married,Other,White,Long,6,SV,0,Low,1,1,0,"$50,001-$75,000"
1016806093,1,Lease,Single/Not Married,Post graduate study/degree,White,Long,2,SR,1,Medium,0,1,0,"$50,001-$75,000"
1016806590,0,Special,Single/Not Married,College graduate,White,Medium,1,SR,0,Medium,0,1,0,"$50,001-$75,000"
1016809599,0,Special,Married,Some college,White,Long,3,SR,0,High,0,1,0,"$50,001-$75,000"
1016810058,1,Buy,Single/Not Married,College graduate,African-American/Black,Medium,4,SV,0,Medium,1,0,0,"$30,000-$50,000"
1016811712,0,Special,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,3,SR,1,High,1,1,0,"$30,000-$50,000"
1016812077,1,Lease,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,3,SL,0,High,0,1,0,"$30,000-$50,000"
1016820363,0,Special,Married,Post graduate study/degree,White,Medium,5,SV,1,Medium,1,0,0,"$75,001-$100,000"
1016821491,0,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,Hispanic,Short,3,SV,0,Low,1,0,0,"$30,000-$50,000"
1016821734,1,Special,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,SR,1,High,1,1,0,"$30,000-$50,000"
1016822617,1,Special,Married,Post graduate study/degree,White,Long,4,SR,0,Low,0,0,1,"$75,001-$100,000"
1016824652,0,Buy,Married,Some college,White,Long,3,SV,1,High,0,1,0,"$50,001-$75,000"
1016827104,0,Special,Married,College graduate,White,Long,2,SV,1,Medium,1,1,0,"$100,001-$150,000"
1016829840,1,Buy,Married,College graduate,White,Long,4,SV,1,Low,1,1,0,"$30,000-$50,000"
1016831306,0,Buy,Married,Some college,White,Long,4,S,1,Medium,0,1,0,"$50,001-$75,000"
1016834364,0,Special,Divorced/Widowed/Separated,Some college,White,Long,6,SV,1,Low,1,1,0,"Under $30,000"
1016836138,0,Buy,Divorced/Widowed/Separated,Some college,White,Short,5,SR,0,Low,1,0,1,"$30,000-$50,000"
1016841921,1,Buy,Married,College graduate,Hispanic,Long,1,S,1,High,1,1,0,"$30,000-$50,000"
1016843673,1,Buy,Divorced/Widowed/Separated,Some college,Pref not to answer,Long,2,S,1,Low,1,1,0,"$30,000-$50,000"
1016848055,0,Special,Married,Some college,White,Short,3,S,1,Low,0,0,1,"$30,000-$50,000"
1016848403,0,Buy,Married,College graduate,Hispanic,Short,3,SV,1,Low,1,0,0,"$100,001-$150,000"
1016851935,0,Buy,Married,High school graduate or less,Hispanic,Long,2,S,1,Medium,1,0,0,"$30,000-$50,000"
1016853580,0,Buy,Divorced/Widowed/Separated,Some college,White,Medium,3,S,1,Medium,1,0,0,"$50,001-$75,000"
1016864794,1,Lease,Single/Not Married,Some college,Hispanic,Long,1,SL,1,Low,1,1,0,"Under $30,000"
1016868145,0,Special,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,5,SV,1,Low,1,0,0,"$75,001-$100,000"
1016872657,1,Lease,Living With Sig Oth/Dom Prtnr,College graduate,Other,Long,1,SV,1,Medium,0,1,0,"$30,000-$50,000"
1016873319,0,Special,Divorced/Widowed/Separated,Some college,Hispanic,Long,4,SV,1,Medium,1,0,1,"$30,000-$50,000"
1016873726,0,Special,Married,College graduate,White,Short,2,SV,0,Medium,1,1,0,"$75,001-$100,000"
1016874218,0,Special,Single/Not Married,College graduate,Pref not to answer,Short,1,SV,0,Very High,1,1,0,"Under $30,000"
1016874668,0,Lease,Married,Some college,Hispanic,Short,1,SV,0,Medium,0,1,0,"$30,000-$50,000"
1016875060,1,Special,Married,Some college,Hispanic,Medium,2,SV,1,Low,1,1,0,"$50,001-$75,000"
1016881907,0,Special,Single/Not Married,Some college,White,Long,4,SR,1,High,0,1,0,"$75,001-$100,000"
1016896300,0,Buy,Married,Post graduate study/degree,White,Long,5,S,1,Very High,0,1,0,"$100,001-$150,000"
1016912748,0,Buy,Married,Some college,White,Medium,6,SV,0,Medium,1,0,0,"$30,000-$50,000"
1016925157,1,Buy,Single/Not Married,Some college,African-American/Black,Long,1,SV,1,Medium,0,0,0,"Under $30,000"
1016925386,1,Buy,Married,College graduate,White,Long,5,SV,1,Low,1,0,0,"$50,001-$75,000"
1016931645,0,Buy,Married,Post graduate study/degree,White,Long,6,S,1,Medium,1,1,0,"$50,001-$75,000"
1016942728,0,Special,Married,Post graduate study/degree,White,Long,3,SR,1,Low,1,0,0,"$50,001-$75,000"
1016943082,0,Lease,Married,Some college,Hispanic,Short,4,S,0,Medium,0,1,0,"$30,000-$50,000"
1016948726,0,Special,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,SV,1,Medium,1,0,0,"$30,000-$50,000"
1016955102,0,Buy,Single/Not Married,Some college,White,Short,3,SR,0,High,0,1,0,"$30,000-$50,000"
1016955161,0,Buy,Single/Not Married,Post graduate study/degree,White,Long,3,SV,1,Low,1,0,0,"$75,001-$100,000"
1016966309,0,Buy,Married,College graduate,White,Long,2,SR,0,Medium,0,1,0,"$100,001-$150,000"
1016979117,0,Buy,Divorced/Widowed/Separated,College graduate,Pref not to answer,Long,3,SL,0,High,0,1,0,"$30,000-$50,000"
1020016948,0,Special,Married,College graduate,White,Long,5,S,0,Medium,0,1,0,"$100,001-$150,000"
