Respondent,First New,Type of Sale,Marital Status,Education,Race,Ownership,Age Group,Trim Level,Previous Model,Miles / Day,Drive-City,Drive-Highway,Drive-Rural,Income Group
1011101490,0,0,Married,Some college,White,Long,5,2,1,Medium,0,0,1,"$75,001-$100,000"
1011130377,0,0,Married,Post graduate study/degree,White,Short,4,1,0,Low,0,1,0,"$100,001-$150,000"
1011137215,0,2,Married,College graduate,White,Long,6,2,0,Low,1,0,0,"$75,001-$100,000"
1011157186,0,2,Married,College graduate,White,Long,3,2,1,Low,1,0,0,"$200,001-$250,000"
1011173645,0,0,Single/Not Married,Post graduate study/degree,African-American/Black,Long,4,1,0,Low,1,0,0,"$75,001-$100,000"
1011178027,0,0,Married,College graduate,White,Medium,4,2,1,High,1,1,1,"$100,001-$150,000"
1011205709,1,1,Divorced/Widowed/Separated,Some college,White,Long,6,3,1,Low,1,0,0,"$50,001-$75,000"
1011223057,0,0,Married,Post graduate study/degree,White,Long,6,3,0,Low,1,0,0,"$75,001-$100,000"
1011235470,0,0,Married,College graduate,White,Long,3,2,1,Low,1,0,0,"$100,001-$150,000"
1011271221,0,0,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Short,2,3,0,Medium,1,1,0,"$75,001-$100,000"
1011294639,0,0,Married,College graduate,White,Long,4,2,1,High,1,0,0,"$150,001-$200,000"
1011299487,0,0,Married,College graduate,White,Medium,5,3,1,Low,1,1,0,"$100,001-$150,000"
1011339004,0,1,Single/Not Married,College graduate,White,Short,2,3,0,Medium,1,1,1,"$150,001-$200,000"
1011342870,0,1,Married,College graduate,White,Medium,3,2,0,Medium,1,1,0,"$250,001-$299,999"
1011349026,0,0,Married,Post graduate study/degree,White,Long,3,3,1,Low,0,0,1,"$100,001-$150,000"
1011351535,0,1,Married,Post graduate study/degree,White,Short,6,2,0,Low,0,0,1,"$100,001-$150,000"
1011380071,0,1,Married,Some college,White,Short,6,3,0,Low,1,0,0,"$75,001-$100,000"
1011385332,0,1,Married,College graduate,White,Medium,4,2,0,Low,1,0,0,"$100,001-$150,000"
1011389818,0,2,Married,Post graduate study/degree,White,Long,3,1,1,Low,1,0,1,"$100,001-$150,000"
1011394161,0,0,Single/Not Married,Post graduate study/degree,White,Long,3,1,1,Medium,1,0,0,"$75,001-$100,000"
1011402679,0,0,Married,College graduate,White,Short,2,3,1,High,0,1,0,"$100,001-$150,000"
1011409541,0,0,Married,High school graduate or less,White,Medium,2,3,1,Medium,0,1,0,"$250,001-$299,999"
1011415533,0,0,Married,High school graduate or less,Hispanic,Short,2,1,1,Medium,0,0,1,"$50,001-$75,000"
1011435054,0,0,Married,Post graduate study/degree,White,Medium,4,3,1,Medium,0,1,1,"$100,001-$150,000"
1011436875,0,1,Married,College graduate,White,Long,5,2,1,Medium,0,1,0,"$150,001-$200,000"
1011445190,0,2,Married,High school graduate or less,Native American,Medium,6,2,1,Medium,1,1,0,"$50,001-$75,000"
1011447486,0,0,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Short,2,1,1,Low,0,1,0,"$75,001-$100,000"
1011447567,0,1,Married,Post graduate study/degree,White,Short,2,2,0,Low,1,1,0,"$100,001-$150,000"
1011448067,0,1,Married,Post graduate study/degree,Asian,Short,2,2,1,Medium,0,1,0,"$100,001-$150,000"
1011455047,0,0,Divorced/Widowed/Separated,Some college,White,Medium,4,3,1,Low,0,0,1,"$75,001-$100,000"
1011462353,0,1,Married,Some college,White,Medium,2,2,0,Low,1,1,0,"$75,001-$100,000"
1011465565,0,1,Married,Some college,White,Medium,2,2,1,Medium,1,1,0,"$75,001-$100,000"
1011469978,1,1,Married,College graduate,White,Short,4,2,1,High,0,0,1,"$100,001-$150,000"
1011474173,0,1,Married,Some college,White,Medium,5,1,0,Low,0,0,1,"$75,001-$100,000"
1011475960,0,2,Married,College graduate,Other,Long,5,2,0,High,1,0,0,"$75,001-$100,000"
1011479728,0,1,Married,College graduate,White,Long,4,0,1,Low,1,0,0,"$100,001-$150,000"
1011482737,0,0,Married,High school graduate or less,White,Medium,4,1,1,Medium,0,1,0,"$75,001-$100,000"
1011485531,0,2,Married,Post graduate study/degree,White,Medium,5,3,1,Medium,0,1,0,"$250,001-$299,999"
1011485787,1,1,Married,Some college,White,Short,3,0,1,High,0,1,0,"$150,001-$200,000"
1011487216,0,1,Married,Some college,White,Short,6,2,0,Low,1,1,0,"$150,001-$200,000"
1011487577,0,2,Married,College graduate,White,Short,6,3,0,Low,1,1,0,"$75,001-$100,000"
1011488646,0,1,Married,College graduate,White,Long,3,2,1,Low,0,1,0,"$100,001-$150,000"
1011492538,0,0,Married,College graduate,White,Long,3,3,1,Medium,1,1,0,"$150,001-$200,000"
1011496037,0,0,Married,High school graduate or less,African-American/Black,Long,4,3,1,Low,0,1,0,"$100,001-$150,000"
1011500883,0,2,Married,College graduate,White,Long,5,3,0,Low,1,0,0,"$75,001-$100,000"
1011513659,0,0,Married,College graduate,White,Long,3,2,1,Medium,1,0,0,"$150,001-$200,000"
1011528621,0,0,Married,Some college,White,Medium,6,1,1,Medium,0,1,0,"$50,001-$75,000"
1011531746,0,0,Married,College graduate,White,Long,3,2,1,Medium,1,0,0,"$75,001-$100,000"
1011537914,0,2,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Long,2,1,0,Low,1,0,0,"$30,000-$50,000"
1011540788,0,2,Married,Post graduate study/degree,White,Long,6,0,1,Low,1,0,0,"$75,001-$100,000"
1011542055,0,0,Married,Other,White,Long,4,1,1,Medium,1,0,1,"$100,001-$150,000"
1011542152,1,0,Married,College graduate,White,Long,2,0,1,Low,1,0,0,"$100,001-$150,000"
1011543612,0,1,Married,College graduate,White,Long,5,3,1,High,0,0,1,"$100,001-$150,000"
1011544295,0,0,Married,Post graduate study/degree,White,Long,6,1,1,Low,0,0,1,"$100,001-$150,000"
1011547499,0,0,Married,College graduate,White,Medium,2,3,0,Low,1,1,0,"$100,001-$150,000"
1011548762,1,0,Married,College graduate,White,Long,3,0,0,Low,0,0,1,"$75,001-$100,000"
1011551801,0,2,Married,College graduate,White,Long,6,2,1,Low,1,0,0,"$100,001-$150,000"
1011552000,0,2,Married,High school graduate or less,White,Short,4,2,0,Low,0,1,0,"$75,001-$100,000"
1011552530,0,2,Married,College graduate,African-American/Black,Long,3,3,0,Medium,1,0,0,"$150,001-$200,000"
1011561432,0,2,Married,College graduate,White,Long,4,3,0,High,0,1,0,"$75,001-$100,000"
1011562307,0,2,Married,Post graduate study/degree,White,Long,5,2,1,High,0,1,1,"$100,001-$150,000"
1011563109,0,1,Married,Post graduate study/degree,White,Short,3,3,0,Low,1,0,0,"$100,001-$150,000"
1011570253,0,2,Married,Post graduate study/degree,White,Medium,3,3,0,Low,1,0,0,"$100,001-$150,000"
1011574291,1,1,Married,Some college,White,Long,2,0,1,Medium,1,1,1,"$75,001-$100,000"
1011574356,0,1,Married,College graduate,White,Medium,3,2,0,Medium,1,0,1,"$75,001-$100,000"
1011574771,0,1,Married,Post graduate study/degree,White,Medium,4,3,1,Low,1,0,0,"$150,001-$200,000"
1011576030,0,0,Married,College graduate,White,Long,6,2,1,High,0,1,0,"$100,001-$150,000"
1011579188,0,0,Married,Some college,White,Short,6,3,0,High,0,1,0,"$50,001-$75,000"
1011582480,0,0,Married,College graduate,White,Long,4,2,1,Low,1,0,0,"$100,001-$150,000"
1011588144,0,0,Married,Some college,White,Long,6,2,1,Low,1,0,0,"$100,001-$150,000"
1011591765,0,0,Married,College graduate,Asian,Medium,3,2,1,Low,0,0,1,"$100,001-$150,000"
1011592320,0,0,Divorced/Widowed/Separated,Some college,White,Long,5,1,1,Low,1,0,0,"$75,001-$100,000"
1011592966,0,0,Married,College graduate,White,Long,3,0,0,Medium,1,0,0,"$75,001-$100,000"
1011596724,0,0,Married,Some college,White,Medium,5,3,0,Low,0,0,1,"$75,001-$100,000"
1011597798,0,2,Married,College graduate,White,Long,5,3,1,Medium,1,0,0,"$150,001-$200,000"
1011600659,0,0,Married,College graduate,White,Medium,6,2,0,Medium,1,0,0,"$100,001-$150,000"
1011602058,0,0,Married,College graduate,African-American/Black,Short,3,0,0,Very High,1,1,1,"$30,000-$50,000"
1011605910,0,0,Married,College graduate,White,Medium,5,3,0,Low,0,1,0,"$100,001-$150,000"
1011606258,0,0,Married,Some college,White,Long,4,1,0,High,1,0,0,"$100,001-$150,000"
1011608285,0,0,Married,Some college,African-American/Black,Medium,5,3,1,High,1,0,0,"$150,001-$200,000"
1011614463,0,0,Married,Some college,White,Medium,6,1,0,Medium,1,1,0,"$75,001-$100,000"
1011620480,0,1,Married,Post graduate study/degree,White,Medium,3,2,1,Low,1,1,0,"$75,001-$100,000"
1011620668,0,2,Married,Post graduate study/degree,White,Long,3,3,0,Low,1,0,0,"$100,001-$150,000"
1011621273,1,0,Married,College graduate,White,Long,2,2,1,Low,1,0,0,"$100,001-$150,000"
1011630418,0,0,Living With Sig Oth/Dom Prtnr,College graduate,African-American/Black,Short,3,1,0,High,1,0,0,"$75,001-$100,000"
1011641444,0,0,Married,College graduate,White,Long,4,3,1,Low,1,0,0,"$200,001-$250,000"
1011656034,1,0,Single/Not Married,Some college,Hispanic,Long,2,0,0,High,0,1,0,"Under $30,000"
1011657952,0,0,Married,Post graduate study/degree,Asian,Long,2,2,1,Medium,1,0,0,"$200,001-$250,000"
1011663871,0,2,Married,College graduate,Asian,Long,3,1,0,Low,1,0,0,"$50,001-$75,000"
1011665254,0,0,Married,Some college,White,Medium,2,0,1,Medium,0,1,0,"$75,001-$100,000"
1011666803,0,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,5,2,1,Medium,0,1,0,"$100,001-$150,000"
1011667486,0,1,Married,College graduate,Asian,Long,4,2,1,Medium,1,1,0,"$100,001-$150,000"
1015007758,0,2,Married,Post graduate study/degree,White,Long,4,2,1,Medium,1,0,0,"$250,001-$299,999"
1015012689,0,1,Married,Post graduate study/degree,White,Medium,3,2,0,Medium,0,1,1,"$150,001-$200,000"
1015012832,0,1,Married,Post graduate study/degree,White,Medium,2,0,1,Medium,0,0,1,"$100,001-$150,000"
1015018245,0,1,Married,Post graduate study/degree,White,Medium,6,2,0,Medium,1,0,0,"$100,001-$150,000"
1015020738,0,0,Married,Some college,White,Short,3,3,1,Medium,0,1,1,"$75,001-$100,000"
1015028003,0,0,Married,College graduate,White,Short,3,2,0,Low,1,0,0,"$250,001-$299,999"
1015031900,0,0,Divorced/Widowed/Separated,Some college,White,Long,4,0,1,Low,1,0,0,"$30,000-$50,000"
1015039730,0,0,Married,Post graduate study/degree,White,Long,5,3,1,High,1,1,0,"$150,001-$200,000"
1015039803,0,0,Married,College graduate,White,Medium,4,1,1,Medium,1,0,0,"$100,001-$150,000"
1015043223,1,0,Married,Post graduate study/degree,African-American/Black,Long,5,2,1,Low,1,0,0,"$100,001-$150,000"
1015055965,0,0,Married,Some college,White,Long,2,0,1,Medium,1,1,1,"$30,000-$50,000"
1015063917,0,2,Married,High school graduate or less,White,Long,5,3,0,Low,1,0,0,"$75,001-$100,000"
1015065596,0,2,Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,0,0,"$100,001-$150,000"
1015067726,0,0,Married,High school graduate or less,White,Long,6,3,1,Low,0,1,0,"$100,001-$150,000"
1015074773,1,0,Married,College graduate,White,Long,2,1,1,Medium,1,1,1,"$75,001-$100,000"
1015079740,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,3,0,High,0,1,0,"$75,001-$100,000"
1015082830,0,1,Divorced/Widowed/Separated,College graduate,Asian,Medium,6,1,0,Low,1,0,0,"$100,001-$150,000"
1015096408,0,1,Married,Other,White,Long,4,2,0,Medium,1,1,0,"$75,001-$100,000"
1015100219,0,0,Divorced/Widowed/Separated,College graduate,White,Short,5,3,0,High,0,1,0,"$100,001-$150,000"
1015126536,0,1,Divorced/Widowed/Separated,Some college,White,Long,4,0,1,Low,0,0,1,"$75,001-$100,000"
1015130126,0,1,Married,Post graduate study/degree,White,Short,3,3,1,Medium,1,1,1,"$100,001-$150,000"
1015144550,0,1,Married,Some college,White,Medium,5,1,0,Medium,0,1,0,"$100,001-$150,000"
1015147088,0,1,Married,High school graduate or less,White,Short,5,2,1,Medium,1,0,0,"$30,000-$50,000"
1015160351,0,2,Married,Post graduate study/degree,White,Medium,5,3,1,Low,0,1,0,"$75,001-$100,000"
1015160700,0,2,Married,College graduate,White,Medium,3,1,0,Low,0,0,1,"$75,001-$100,000"
1015173003,0,0,Married,College graduate,White,Long,4,1,1,Medium,0,0,1,"$100,001-$150,000"
1015173143,0,0,Married,College graduate,White,Medium,3,0,0,Medium,0,0,1,"$75,001-$100,000"
1015179265,0,0,Married,College graduate,White,Long,6,3,1,Low,0,1,0,"$30,000-$50,000"
1015181898,0,2,Married,Some college,White,Medium,5,2,0,Medium,0,1,0,"$75,001-$100,000"
1015190102,0,0,Married,High school graduate or less,White,Long,5,2,1,Low,0,0,1,"Under $30,000"
1015204359,0,1,Single/Not Married,Some college,White,Short,4,1,1,Low,1,0,1,"$30,000-$50,000"
1015206548,0,0,Single/Not Married,Post graduate study/degree,White,Medium,3,0,1,High,1,1,1,"$75,001-$100,000"
1015211037,0,1,Married,College graduate,White,Medium,2,2,1,Medium,1,0,0,"$100,001-$150,000"
1015220931,0,0,Married,Some college,White,Long,5,2,1,Low,1,0,0,"$75,001-$100,000"
1015233928,0,0,Married,College graduate,Hispanic,Long,5,0,1,Low,1,0,0,"$100,001-$150,000"
1015242455,0,2,Married,College graduate,White,Medium,6,3,1,Medium,0,1,0,"$75,001-$100,000"
1015242765,0,0,Married,High school graduate or less,Hispanic,Long,2,1,0,Low,1,0,0,"$75,001-$100,000"
1015244105,0,0,Married,Some college,White,Long,3,2,1,Low,1,0,0,"$75,001-$100,000"
1015247660,0,0,Divorced/Widowed/Separated,College graduate,White,Medium,6,2,1,Medium,1,0,0,"$75,001-$100,000"
1015263908,0,1,Married,Some college,White,Medium,5,1,0,Medium,0,0,1,"$75,001-$100,000"
1015276520,0,2,Married,College graduate,White,Long,3,1,0,Medium,1,1,0,"$75,001-$100,000"
1015276864,0,2,Married,Some college,White,Long,3,0,1,Medium,0,0,1,"$75,001-$100,000"
1015280896,1,1,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,2,2,1,Low,1,0,0,"$100,001-$150,000"
1015283399,0,1,Married,College graduate,White,Medium,2,2,1,Medium,1,0,0,"$100,001-$150,000"
1015283844,0,1,Married,Post graduate study/degree,White,Short,6,2,1,Medium,0,1,0,"$250,001-$299,999"
1015284840,0,1,Married,Other,White,Short,6,2,1,Medium,0,0,1,"$50,001-$75,000"
1015288820,0,1,Married,Post graduate study/degree,White,Medium,3,2,1,Medium,1,1,0,"$250,001-$299,999"
1015290727,1,0,Living With Sig Oth/Dom Prtnr,Some college,African-American/Black,Medium,2,2,1,Medium,1,1,0,"$100,001-$150,000"
1015309207,1,2,Married,Post graduate study/degree,White,Medium,3,3,1,Very High,0,0,1,"$100,001-$150,000"
1015341615,0,0,Married,Some college,White,Short,6,3,0,High,1,0,0,"$150,001-$200,000"
1015341666,0,0,Married,Post graduate study/degree,White,Medium,6,3,0,Medium,0,0,0,"$100,001-$150,000"
1015344002,0,2,Married,College graduate,White,Long,5,3,1,Medium,1,0,0,"$100,001-$150,000"
1015346471,0,0,Married,College graduate,White,Short,2,1,1,High,0,1,0,"$150,001-$200,000"
1015349721,0,0,Divorced/Widowed/Separated,College graduate,White,Long,6,1,1,Low,0,1,0,"$75,001-$100,000"
1015359379,0,2,Married,College graduate,White,Long,4,3,1,High,1,1,0,"$75,001-$100,000"
1015359905,0,2,Married,Post graduate study/degree,White,Medium,3,2,1,High,0,1,0,"$100,001-$150,000"
1015363783,0,1,Married,College graduate,White,Short,4,3,0,High,1,0,0,"$250,001-$299,999"
1015370089,0,0,Married,College graduate,White,Medium,3,2,1,Medium,1,1,0,"$100,001-$150,000"
1015390519,0,2,Single/Not Married,College graduate,White,Long,5,2,1,Medium,0,1,0,"$50,001-$75,000"
1015390950,0,0,Married,Post graduate study/degree,White,Long,6,2,1,Low,1,0,0,"$100,001-$150,000"
1015395871,0,0,Married,College graduate,Asian,Short,4,0,0,Medium,0,1,0,"$75,001-$100,000"
1015397009,0,0,Married,Other,White,Long,4,0,1,Medium,1,1,0,"$100,001-$150,000"
1015397220,0,0,Married,College graduate,White,Long,3,3,0,Medium,1,0,0,"$100,001-$150,000"
1015419924,0,2,Married,Some college,White,Medium,3,3,0,Medium,0,1,1,"$250,001-$299,999"
1015423336,0,0,Single/Not Married,Post graduate study/degree,White,Short,3,3,1,Low,0,1,1,"$150,001-$200,000"
1015424758,0,0,Married,High school graduate or less,Asian,Medium,2,1,1,Medium,0,1,0,"$50,001-$75,000"
1015427137,0,2,Married,Post graduate study/degree,White,Medium,2,0,1,Low,1,0,0,"$75,001-$100,000"
1015428532,0,1,Married,College graduate,White,Medium,5,1,0,Low,1,0,0,"$150,001-$200,000"
1015430553,0,0,Married,College graduate,White,Short,4,3,1,Medium,0,0,1,"$100,001-$150,000"
1015437370,0,1,Married,Post graduate study/degree,White,Long,3,2,1,Medium,0,1,1,"$100,001-$150,000"
1015449033,1,1,Married,Some college,African-American/Black,Long,3,2,0,Low,1,1,0,"$50,001-$75,000"
1015452247,0,0,Married,Some college,White,Short,5,3,0,High,0,1,0,"$100,001-$150,000"
1015456501,0,0,Married,High school graduate or less,White,Long,2,3,0,Low,0,0,1,"$150,001-$200,000"
1015460282,0,0,Married,College graduate,White,Medium,6,1,0,Medium,1,0,0,"$100,001-$150,000"
1015471713,0,0,Married,College graduate,White,Medium,4,2,1,Medium,1,0,0,"$300,000+"
1015481298,0,1,Married,College graduate,White,Medium,3,1,0,Medium,1,1,0,"$75,001-$100,000"
1015491412,0,2,Married,High school graduate or less,White,Medium,4,3,0,Low,1,0,0,"$75,001-$100,000"
1015518515,0,2,Married,College graduate,Hispanic,Medium,5,0,1,Medium,1,1,0,"$100,001-$150,000"
1015518825,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Short,5,0,1,Medium,0,1,0,"$250,001-$299,999"
1015546071,0,1,Single/Not Married,Post graduate study/degree,White,Medium,5,1,0,Low,0,0,1,"$100,001-$150,000"
1015549097,1,1,Married,High school graduate or less,White,Long,3,0,1,Medium,1,0,0,"$75,001-$100,000"
1015550974,0,1,Married,High school graduate or less,White,Medium,6,3,0,Low,1,0,0,"$50,001-$75,000"
1015569292,0,1,Married,Some college,White,Short,5,3,1,Medium,1,0,0,"$75,001-$100,000"
1015574164,0,1,Living With Sig Oth/Dom Prtnr,College graduate,White,Short,3,2,0,Low,1,0,0,"$75,001-$100,000"
1015575772,0,0,Married,Post graduate study/degree,White,Long,6,3,1,Medium,1,1,0,"$250,001-$299,999"
1015586391,0,0,Married,Some college,White,Long,3,2,1,Low,1,0,0,"$150,001-$200,000"
1015588394,0,0,Married,Some college,White,Long,4,1,1,Low,1,0,0,"$75,001-$100,000"
1015589080,0,2,Married,College graduate,White,Long,3,0,1,High,0,1,1,"$100,001-$150,000"
1015589625,0,0,Married,College graduate,White,Medium,3,2,0,Medium,0,1,0,"$100,001-$150,000"
1015598322,0,1,Married,College graduate,African-American/Black,Short,5,2,1,Medium,1,0,0,"$100,001-$150,000"
1015598640,0,0,Married,High school graduate or less,White,Medium,6,3,0,Low,1,0,0,"$75,001-$100,000"
1015605515,0,2,Married,College graduate,White,Short,6,0,0,Medium,0,1,0,"$100,001-$150,000"
1015608603,0,0,Married,Post graduate study/degree,White,Long,4,2,0,Medium,0,1,0,"$250,001-$299,999"
1015608760,0,0,Married,College graduate,Asian,Long,3,1,0,Medium,1,0,0,"$100,001-$150,000"
1015634329,0,0,Married,High school graduate or less,White,Short,3,2,1,High,0,0,1,"$30,000-$50,000"
1015642089,0,0,Married,Some college,White,Long,5,2,1,Low,0,1,1,"$75,001-$100,000"
1015643271,0,1,Married,Some college,White,Medium,2,1,0,Low,0,1,0,"$100,001-$150,000"
1015657752,0,1,Married,Some college,Hispanic,Medium,6,1,0,Low,1,0,0,"$30,000-$50,000"
1015659402,0,1,Married,College graduate,White,Medium,4,2,1,Medium,1,0,0,"$100,001-$150,000"
1015661407,0,1,Married,College graduate,White,Short,6,2,1,Medium,1,0,0,"$30,000-$50,000"
1015662004,0,0,Married,College graduate,White,Short,3,3,0,Medium,0,0,1,"$100,001-$150,000"
1015665968,0,1,Married,Some college,White,Long,2,1,1,Medium,1,1,1,"$100,001-$150,000"
1015675424,0,1,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Short,4,2,1,Low,1,1,0,"$150,001-$200,000"
1015681483,0,0,Married,Some college,White,Medium,4,3,1,Low,1,1,0,"$150,001-$200,000"
1015696162,0,2,Married,Some college,White,Long,4,2,1,Low,1,0,0,"$100,001-$150,000"
1015698610,0,0,Married,College graduate,White,Long,5,0,1,Medium,1,0,0,"$100,001-$150,000"
1015700879,0,1,Single/Not Married,Post graduate study/degree,White,Medium,2,0,0,Medium,0,0,1,"$75,001-$100,000"
1015701239,0,1,Married,Post graduate study/degree,White,Short,2,2,1,Low,0,1,0,"$75,001-$100,000"
1015710645,0,1,Married,Some college,White,Medium,2,1,1,Low,0,1,0,"$150,001-$200,000"
1015714977,0,2,Married,Post graduate study/degree,White,Long,4,3,1,Medium,1,0,0,"$250,001-$299,999"
1015718182,0,1,Married,College graduate,White,Long,3,1,1,Medium,1,0,0,"$100,001-$150,000"
1015723380,0,2,Married,College graduate,White,Medium,3,2,1,Medium,1,0,0,"$150,001-$200,000"
1015739309,0,1,Divorced/Widowed/Separated,College graduate,White,Short,6,2,0,Medium,0,0,1,"$75,001-$100,000"
1015750388,0,0,Married,College graduate,White,Long,4,1,0,Medium,1,0,0,"$30,000-$50,000"
1015750450,0,0,Married,Post graduate study/degree,White,Long,6,0,0,Medium,0,1,0,"$100,001-$150,000"
1015752160,0,2,Married,Some college,Hispanic,Long,2,3,1,Medium,1,0,0,"$50,001-$75,000"
1015753743,0,1,Married,Post graduate study/degree,White,Long,4,2,1,Medium,0,1,0,"$100,001-$150,000"
1015753751,0,0,Married,High school graduate or less,White,Medium,5,2,1,Medium,0,0,1,"$100,001-$150,000"
1015757900,1,0,Married,Post graduate study/degree,White,Long,3,0,1,Low,1,0,0,"$100,001-$150,000"
1015761207,0,1,Married,College graduate,White,Medium,5,3,1,High,1,0,0,"$250,001-$299,999"
1015761290,0,1,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Short,2,3,1,High,0,1,0,"$100,001-$150,000"
1015762181,0,0,Married,College graduate,White,Medium,5,3,1,Medium,0,0,1,"$75,001-$100,000"
1015765105,0,0,Married,College graduate,White,Medium,4,2,1,Medium,1,1,0,"$100,001-$150,000"
1015767558,0,0,Married,Some college,White,Long,4,2,1,Low,1,0,0,"$100,001-$150,000"
1015775437,0,0,Married,College graduate,African-American/Black,Long,4,2,1,High,1,0,0,"$50,001-$75,000"
1015775798,0,0,Married,Post graduate study/degree,White,Long,6,0,1,Medium,0,1,0,"$50,001-$75,000"
1015778908,0,0,Married,Post graduate study/degree,White,Medium,3,2,1,Low,0,0,1,"$100,001-$150,000"
1015783626,0,0,Married,High school graduate or less,White,Medium,3,0,0,Medium,0,1,0,"$50,001-$75,000"
1015787648,0,0,Married,Some college,White,Short,4,2,0,Medium,1,0,1,"$150,001-$200,000"
1015817881,0,1,Married,Post graduate study/degree,Hispanic,Short,2,3,0,Low,1,0,0,"$100,001-$150,000"
1015819426,1,1,Married,College graduate,Hispanic,Long,4,0,1,Medium,1,1,0,"$75,001-$100,000"
1015823407,1,1,Married,High school graduate or less,White,Long,2,2,1,Low,0,1,0,"$50,001-$75,000"
1015825418,0,0,Married,College graduate,Other,Medium,2,3,0,Low,0,0,1,"$75,001-$100,000"
1015828670,0,2,Married,Some college,Hispanic,Long,4,3,1,Medium,1,0,0,"$150,001-$200,000"
1015832449,0,1,Married,College graduate,White,Medium,3,1,0,Low,0,0,1,"$100,001-$150,000"
1015834190,0,1,Married,Post graduate study/degree,White,Medium,6,2,0,Medium,0,0,1,"$100,001-$150,000"
1015837866,0,0,Married,Post graduate study/degree,White,Short,2,2,0,Low,0,1,0,"$150,001-$200,000"
1015845311,0,0,Married,Some college,White,Medium,5,2,0,High,0,1,0,"$250,001-$299,999"
1015853780,0,0,Married,College graduate,White,Short,3,2,0,Low,0,1,0,"$100,001-$150,000"
1015861562,1,1,Married,Post graduate study/degree,White,Medium,3,3,1,Medium,1,1,0,"$250,001-$299,999"
1015864049,0,0,Married,College graduate,White,Medium,5,3,1,Medium,1,1,1,"$100,001-$150,000"
1015896978,0,1,Married,Post graduate study/degree,White,Medium,4,3,0,Low,1,0,0,"$200,001-$250,000"
1015898059,0,0,Married,College graduate,White,Long,4,3,1,High,1,0,0,"$100,001-$150,000"
1015899837,0,1,Married,Some college,White,Medium,3,3,0,Medium,0,1,0,"$100,001-$150,000"
1015901734,0,0,Married,Some college,White,Long,6,0,1,Medium,0,0,1,"$75,001-$100,000"
1015902633,0,0,Divorced/Widowed/Separated,High school graduate or less,White,Medium,6,3,1,Medium,0,0,1,"$100,001-$150,000"
1015903087,0,2,Married,College graduate,White,Long,2,3,0,High,0,1,0,"$100,001-$150,000"
1015904962,0,0,Married,College graduate,White,Long,3,3,1,Medium,1,0,0,"$100,001-$150,000"
1015910849,0,0,Married,Post graduate study/degree,White,Medium,5,1,1,Low,1,0,0,"$100,001-$150,000"
1015913627,0,0,Married,Some college,White,Short,5,2,0,Medium,1,0,0,"$75,001-$100,000"
1015916146,0,0,Married,Post graduate study/degree,White,Medium,5,3,1,Low,1,0,0,"$75,001-$100,000"
1015923142,1,0,Married,College graduate,White,Long,2,2,1,Medium,1,0,0,"$100,001-$150,000"
1015923231,0,1,Married,Some college,White,Long,6,0,1,Medium,1,0,0,"$75,001-$100,000"
1015923274,0,2,Married,College graduate,White,Long,4,2,1,Medium,1,1,0,"$75,001-$100,000"
1015925960,0,0,Married,Post graduate study/degree,White,Long,4,3,0,Low,1,0,0,"$100,001-$150,000"
1015927199,0,2,Married,College graduate,White,Long,6,1,0,Medium,0,1,0,"$30,000-$50,000"
1015930092,1,1,Married,Post graduate study/degree,White,Long,4,3,0,Medium,0,1,0,"$150,001-$200,000"
1015940438,0,0,Married,College graduate,White,Medium,5,2,1,Low,1,0,0,"$100,001-$150,000"
1015945634,1,0,Married,College graduate,White,Long,3,0,1,Medium,1,0,0,"$75,001-$100,000"
1015948641,0,0,Married,College graduate,White,Short,3,2,1,Medium,1,0,0,"$100,001-$150,000"
1015960390,1,1,Single/Not Married,College graduate,Hispanic,Long,2,2,1,Low,1,0,0,"$100,001-$150,000"
1015969185,1,0,Single/Not Married,College graduate,White,Long,3,1,1,Medium,1,1,1,"$50,001-$75,000"
1015985970,0,2,Married,College graduate,Hispanic,Long,3,0,0,Medium,1,0,0,"$50,001-$75,000"
1015998533,0,2,Married,Post graduate study/degree,White,Long,6,3,0,Low,1,0,0,"$100,001-$150,000"
1016005023,0,0,Married,Post graduate study/degree,White,Medium,3,3,1,Medium,0,0,1,"$100,001-$150,000"
1016011970,0,1,Married,College graduate,White,Short,3,2,1,Medium,0,0,1,"$200,001-$250,000"
1016018974,0,1,Married,College graduate,White,Long,5,0,1,Medium,0,1,0,"$100,001-$150,000"
1016025610,0,2,Married,Some college,White,Short,3,1,0,Low,0,0,1,"$75,001-$100,000"
1016029089,0,1,Married,Some college,White,Long,6,2,1,Medium,0,0,1,"$150,001-$200,000"
1016029453,0,0,Single/Not Married,College graduate,White,Long,3,2,1,High,0,1,0,"$75,001-$100,000"
1016029755,0,0,Married,College graduate,White,Medium,5,3,0,Low,0,1,0,"$100,001-$150,000"
