Respondent,First New,Type of Sale,Marital Status,Education,Race,Ownership,Age Group,Trim Level,Previous Model,Miles / Day,Drive-City,Drive-Highway,Drive-Rural,Income Group
1023960809,0,1,Married,High school graduate or less,White,Long,4,0,1,Medium,1,1,0,"$50,001-$75,000"
1023964073,0,0,Married,Some college,Hispanic,Long,2,0,1,Medium,1,1,0,"$50,001-$75,000"
1023971410,0,0,Married,High school graduate or less,Asian,Short,5,2,0,Medium,0,1,0,"$75,001-$100,000"
1023971649,0,0,Married,College graduate,Other,Medium,3,1,0,High,0,1,0,"$50,001-$75,000"
1023975458,0,1,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,2,1,Low,1,0,0,"$50,001-$75,000"
1023975806,0,0,Married,High school graduate or less,White,Medium,2,1,0,Low,1,0,0,"$150,001-$200,000"
1023975814,0,0,Married,Post graduate study/degree,Native American,Medium,6,1,0,Low,1,0,0,"$100,001-$150,000"
1023976926,0,0,Married,College graduate,White,Long,5,2,0,Low,1,0,0,"$100,001-$150,000"
1023977760,0,1,Married,High school graduate or less,White,Medium,5,1,0,Low,0,0,1,"$30,000-$50,000"
1023977850,0,1,Married,High school graduate or less,White,Medium,4,1,0,Medium,1,1,0,"$75,001-$100,000"
1023978163,0,1,Married,Post graduate study/degree,White,Medium,5,2,0,Low,1,0,0,"$75,001-$100,000"
1023978384,0,1,Divorced/Widowed/Separated,Some college,White,Medium,6,1,0,Medium,0,0,1,"$75,001-$100,000"
1023980753,0,2,Single/Not Married,College graduate,White,Short,2,1,1,High,1,1,0,"$50,001-$75,000"
1023981520,0,2,Married,Some college,White,Long,6,0,0,Medium,1,0,0,"$50,001-$75,000"
1023981660,0,1,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Medium,2,1,0,Low,1,1,0,"$100,001-$150,000"
1023986719,0,1,Married,Post graduate study/degree,White,Medium,3,0,1,Medium,1,1,0,"$100,001-$150,000"
1023989157,0,1,Single/Not Married,College graduate,White,Medium,2,2,0,Low,1,0,0,"$50,001-$75,000"
1023993260,0,1,Married,Post graduate study/degree,White,Medium,6,1,1,Low,0,1,0,"$100,001-$150,000"
1023993766,0,0,Married,College graduate,White,Long,4,1,1,Medium,0,0,1,"$75,001-$100,000"
1023994789,0,1,Married,Some college,White,Short,4,2,1,Low,1,0,0,"$100,001-$150,000"
1023995300,0,0,Married,Post graduate study/degree,White,Long,3,1,0,Low,1,1,0,"$300,000+"
1023995360,0,1,Married,Some college,White,Medium,6,2,0,Low,0,1,0,"$150,001-$200,000"
1023997095,0,1,Single/Not Married,Some college,White,Medium,3,1,0,Low,1,1,1,"$75,001-$100,000"
1023998687,0,1,Married,Post graduate study/degree,Hispanic,Medium,4,1,0,Medium,1,0,0,"$50,001-$75,000"
1023999314,0,1,Living With Sig Oth/Dom Prtnr,Some college,African-American/Black,Short,3,2,0,Low,1,1,0,"$30,000-$50,000"
1024001937,0,2,Married,Post graduate study/degree,White,Medium,3,2,1,Low,0,1,0,"$100,001-$150,000"
1024004332,0,0,Divorced/Widowed/Separated,College graduate,White,Medium,5,1,0,Medium,0,0,1,"$100,001-$150,000"
1024004430,0,2,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,6,2,1,Low,1,1,0,"$50,001-$75,000"
1024004472,0,1,Married,Post graduate study/degree,White,Medium,3,1,0,Medium,0,1,0,"$100,001-$150,000"
1024004529,0,1,Married,Post graduate study/degree,White,Medium,4,1,0,Medium,0,0,0,"$150,001-$200,000"
1024004634,1,2,Married,College graduate,White,Long,5,2,1,Low,0,1,1,"$100,001-$150,000"
1024005010,0,1,Divorced/Widowed/Separated,College graduate,White,Long,4,2,0,High,0,1,1,"$50,001-$75,000"
1024005649,0,1,Single/Not Married,Some college,White,Medium,5,1,0,Low,1,0,0,"$30,000-$50,000"
1024007080,0,1,Married,Some college,White,Short,4,2,0,High,0,1,0,"$150,001-$200,000"
1024007218,0,1,Married,College graduate,White,Medium,5,0,0,Medium,0,0,1,"$150,001-$200,000"
1024007609,0,1,Divorced/Widowed/Separated,High school graduate or less,White,Short,6,1,0,Medium,1,0,0,"$50,001-$75,000"
1024007960,0,1,Married,Some college,White,Long,3,1,1,Low,1,0,0,"$100,001-$150,000"
1024009113,0,2,Married,College graduate,White,Short,3,2,1,Low,1,0,0,"$100,001-$150,000"
1024010286,0,1,Single/Not Married,Post graduate study/degree,White,Medium,3,1,0,Medium,0,1,0,"$30,000-$50,000"
1024010375,0,0,Married,Post graduate study/degree,White,Long,6,1,1,Medium,0,0,1,"$100,001-$150,000"
1024010480,0,0,Living With Sig Oth/Dom Prtnr,Some college,Other,Long,2,1,1,High,0,1,0,"$50,001-$75,000"
1024011088,0,1,Married,Post graduate study/degree,White,Medium,3,1,0,Low,0,0,1,"$100,001-$150,000"
1024011371,0,2,Married,High school graduate or less,White,Long,5,1,1,Medium,0,0,1,"$50,001-$75,000"
1024011835,0,1,Single/Not Married,College graduate,White,Medium,2,2,1,Medium,0,1,0,"$50,001-$75,000"
1024012424,0,2,Married,Post graduate study/degree,White,Long,6,1,0,Medium,0,1,1,"$75,001-$100,000"
1024012572,0,2,Married,Some college,White,Medium,5,0,1,High,1,0,0,"$75,001-$100,000"
1024013048,0,1,Married,College graduate,White,Medium,4,2,0,Low,1,0,0,"$150,001-$200,000"
1024013498,0,2,Married,Post graduate study/degree,White,Long,3,2,0,Low,1,0,0,"$100,001-$150,000"
1024014010,0,2,Married,Post graduate study/degree,White,Long,5,2,1,Medium,0,1,0,"$200,001-$250,000"
1024014249,0,2,Single/Not Married,Post graduate study/degree,White,Long,4,1,1,High,1,1,0,"$50,001-$75,000"
1024014397,0,1,Married,Some college,White,Short,5,0,0,Low,0,0,1,"$50,001-$75,000"
1024014680,0,0,Married,College graduate,African-American/Black,Short,4,1,1,Medium,1,1,0,"$150,001-$200,000"
1024017167,0,2,Married,Some college,White,Long,6,1,1,Low,0,0,1,"$75,001-$100,000"
1024018066,0,2,Married,College graduate,White,Short,4,2,1,Low,1,1,0,"$100,001-$150,000"
1024018120,0,2,Married,Some college,White,Medium,4,2,1,High,0,0,1,"$200,001-$250,000"
1024018210,0,0,Single/Not Married,College graduate,White,Short,2,1,0,Medium,1,1,1,"Under $30,000"
1024018449,0,0,Married,Post graduate study/degree,White,Long,3,2,0,Medium,1,0,0,"$100,001-$150,000"
1024018635,0,0,Single/Not Married,Post graduate study/degree,African-American/Black,Long,5,2,1,High,0,1,0,"$100,001-$150,000"
1024020087,0,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,5,2,1,Medium,0,1,0,"$75,001-$100,000"
1024020184,0,2,Married,College graduate,Asian,Medium,4,2,0,Medium,1,1,0,"$50,001-$75,000"
1024021415,0,1,Married,Some college,White,Medium,3,2,0,High,1,1,1,"$100,001-$150,000"
1024021571,0,0,Married,Post graduate study/degree,White,Medium,6,2,1,Low,0,0,1,"$75,001-$100,000"
1024022748,0,0,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,4,1,1,Medium,0,1,0,"$50,001-$75,000"
1024022950,0,1,Divorced/Widowed/Separated,Some college,White,Medium,5,2,0,Low,1,0,0,"$50,001-$75,000"
1024023728,0,2,Married,College graduate,White,Long,2,1,1,Medium,0,1,0,"$100,001-$150,000"
1024023795,0,1,Married,College graduate,White,Medium,4,1,0,Medium,1,0,0,"$150,001-$200,000"
1024025224,1,2,Single/Not Married,College graduate,White,Long,1,0,1,High,1,0,1,"$30,000-$50,000"
1024025330,0,2,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,0,1,Low,1,1,1,"$50,001-$75,000"
1024026107,0,0,Married,Post graduate study/degree,White,Short,3,2,1,Medium,1,0,0,"$100,001-$150,000"
1024026352,1,0,Single/Not Married,Some college,White,Long,3,2,1,Medium,1,0,0,"$75,001-$100,000"
1024026808,0,0,Married,College graduate,White,Short,5,1,0,Medium,0,0,1,"$50,001-$75,000"
1024027758,0,0,Married,Some college,White,Long,5,1,0,Low,1,0,0,"$100,001-$150,000"
1024030210,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,2,1,Low,0,0,1,"$50,001-$75,000"
1024032336,0,0,Married,Some college,White,Long,5,1,1,Medium,1,0,0,"$75,001-$100,000"
1024033421,0,0,Married,Post graduate study/degree,White,Medium,5,1,0,Medium,1,0,0,"$75,001-$100,000"
1024036773,1,2,Married,Post graduate study/degree,White,Long,4,1,1,Medium,1,0,0,"$100,001-$150,000"
1024038229,1,1,Divorced/Widowed/Separated,Some college,White,Medium,6,2,0,Low,1,0,0,"$75,001-$100,000"
1024039144,0,0,Divorced/Widowed/Separated,Some college,White,Medium,5,1,1,Medium,1,1,0,"$30,000-$50,000"
1024039292,0,1,Married,College graduate,White,Medium,5,2,0,Medium,0,1,0,"$300,000+"
1024040177,0,0,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,3,1,1,Low,1,1,0,"$30,000-$50,000"
1024040690,1,1,Divorced/Widowed/Separated,Some college,White,Long,6,1,1,Low,1,0,0,"$30,000-$50,000"
1024040983,0,0,Married,College graduate,Hispanic,Long,5,2,1,Medium,1,0,0,"$30,000-$50,000"
1024041343,0,2,Married,Post graduate study/degree,White,Short,5,2,1,Low,0,1,0,"$100,001-$150,000"
1024042412,0,0,Married,College graduate,White,Long,4,1,1,Low,1,0,0,"$75,001-$100,000"
1024043370,0,1,Married,Some college,White,Medium,6,0,0,Medium,1,1,0,"$75,001-$100,000"
1024043826,0,1,Married,High school graduate or less,White,Short,6,2,1,Medium,1,0,0,"$30,000-$50,000"
1024045705,0,0,Married,Some college,White,Long,5,1,1,High,0,1,0,"$75,001-$100,000"
1024046035,0,0,Married,College graduate,White,Long,5,1,1,Medium,0,1,1,"$100,001-$150,000"
1024046485,0,2,Married,College graduate,Other,Short,4,1,0,Very High,0,1,0,"$100,001-$150,000"
1024047694,0,0,Single/Not Married,College graduate,White,Long,5,2,1,Low,0,0,1,"$30,000-$50,000"
1024048283,0,0,Married,Post graduate study/degree,White,Long,4,1,1,Medium,1,0,0,"$30,000-$50,000"
1024049255,0,2,Married,High school graduate or less,White,Long,2,2,0,Low,1,1,0,"$50,001-$75,000"
1024052205,0,2,Divorced/Widowed/Separated,High school graduate or less,White,Short,4,1,1,Medium,0,1,0,"$50,001-$75,000"
1024052353,0,1,Divorced/Widowed/Separated,Some college,Native American,Medium,6,2,0,Low,1,0,0,"$50,001-$75,000"
1024053120,0,2,Married,College graduate,White,Short,4,2,0,High,0,1,0,"$100,001-$150,000"
1024053317,1,0,Married,College graduate,White,Long,2,1,1,Medium,1,0,0,"$100,001-$150,000"
1024053481,0,1,Married,Post graduate study/degree,White,Short,6,2,0,Low,0,0,1,"$100,001-$150,000"
1024054747,0,1,Married,Some college,White,Medium,6,1,0,Low,0,0,1,"$75,001-$100,000"
1024055050,0,1,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,4,1,1,Medium,0,1,0,"$75,001-$100,000"
1024056804,0,0,Married,Post graduate study/degree,White,Long,4,2,1,Medium,1,1,1,"$200,001-$250,000"
1024057770,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,1,1,Very High,1,1,0,"$100,001-$150,000"
1024059722,1,2,Married,Some college,White,Long,1,1,1,Medium,0,1,0,"$75,001-$100,000"
1024059897,0,1,Divorced/Widowed/Separated,College graduate,White,Short,4,1,1,Low,1,0,0,"$50,001-$75,000"
1024060437,0,1,Divorced/Widowed/Separated,College graduate,White,Medium,5,2,0,Low,1,0,0,"$100,001-$150,000"
1024061298,0,1,Divorced/Widowed/Separated,College graduate,White,Medium,2,0,0,High,0,1,0,"$30,000-$50,000"
1024063851,0,0,Married,Some college,White,Long,5,2,1,Medium,0,1,0,"$75,001-$100,000"
1024063940,0,0,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Long,6,1,1,Medium,0,0,1,"$30,000-$50,000"
1024064068,0,1,Single/Not Married,Some college,White,Medium,4,1,0,Low,1,0,0,"$30,000-$50,000"
1024064130,0,0,Married,Some college,White,Long,6,2,0,Low,1,0,0,"$50,001-$75,000"
1024064475,0,2,Married,College graduate,White,Long,4,2,1,Low,1,0,0,"$100,001-$150,000"
1024065838,0,1,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,4,2,1,Medium,1,0,0,"$75,001-$100,000"
1024066230,0,2,Married,High school graduate or less,White,Long,4,0,0,Low,1,0,0,"$50,001-$75,000"
1024067385,0,0,Married,Some college,White,Medium,4,1,1,Medium,1,0,0,"$50,001-$75,000"
1024068144,0,1,Living With Sig Oth/Dom Prtnr,High school graduate or less,Hispanic,Medium,2,0,0,Medium,0,0,1,"$50,001-$75,000"
1024069167,0,0,Single/Not Married,Post graduate study/degree,White,Long,3,1,1,Low,1,0,0,"$100,001-$150,000"
1024069680,0,0,Divorced/Widowed/Separated,Some college,White,Long,5,2,1,Medium,1,0,0,"$50,001-$75,000"
1024072710,1,1,Single/Not Married,College graduate,White,Long,1,0,1,Medium,1,1,0,"$30,000-$50,000"
1024072834,0,0,Married,College graduate,White,Short,6,1,0,Low,1,0,0,"$100,001-$150,000"
1024074179,1,0,Married,Some college,White,Medium,2,2,0,High,0,1,0,"$50,001-$75,000"
1024075523,0,2,Married,Some college,White,Medium,6,2,0,Medium,0,1,0,"$75,001-$100,000"
1024077240,0,0,Single/Not Married,Post graduate study/degree,White,Long,5,2,1,Medium,1,1,0,"$50,001-$75,000"
1024077305,0,0,Married,College graduate,White,Long,2,1,1,High,1,1,0,"$75,001-$100,000"
1024081710,0,2,Married,Post graduate study/degree,Asian,Short,2,1,1,Medium,1,1,0,"$75,001-$100,000"
1024082350,0,1,Married,College graduate,White,Medium,6,2,1,Medium,1,0,0,"$150,001-$200,000"
1024083097,0,0,Married,Post graduate study/degree,White,Long,3,2,1,Medium,0,1,0,"$200,001-$250,000"
1024085642,1,2,Divorced/Widowed/Separated,College graduate,Hispanic,Long,3,1,0,Low,1,1,1,"$30,000-$50,000"
1024089737,1,1,Married,Some college,White,Long,2,2,1,Medium,0,1,0,"$75,001-$100,000"
1024091049,1,0,Married,High school graduate or less,White,Medium,2,1,1,Medium,0,1,0,"$50,001-$75,000"
1024091286,1,1,Married,Post graduate study/degree,Hispanic,Long,5,1,1,Medium,1,1,1,"$30,000-$50,000"
1024093998,0,0,Married,Post graduate study/degree,White,Medium,2,1,1,High,1,1,0,"$150,001-$200,000"
1024094846,0,0,Divorced/Widowed/Separated,High school graduate or less,White,Short,4,1,0,High,1,1,0,"$30,000-$50,000"
1024094960,1,0,Married,College graduate,Hispanic,Long,2,2,0,Low,0,0,1,"$50,001-$75,000"
1024102911,0,0,Single/Not Married,Post graduate study/degree,Asian,Long,2,0,0,Low,1,0,0,"$50,001-$75,000"
1024103250,0,0,Single/Not Married,Other,Hispanic,Long,3,1,1,Medium,0,1,0,"$30,000-$50,000"
1024113794,0,0,Single/Not Married,College graduate,White,Long,4,2,1,Low,1,1,1,"$150,001-$200,000"
1024114090,1,0,Single/Not Married,College graduate,Asian,Long,5,2,1,Medium,1,0,0,"$50,001-$75,000"
1024115371,1,0,Married,Some college,White,Long,3,0,1,Medium,1,0,0,"$100,001-$150,000"
1024115754,0,0,Married,Post graduate study/degree,White,Medium,2,1,1,Low,0,1,0,"$75,001-$100,000"
1024116882,0,0,Married,Some college,White,Long,3,2,0,Medium,1,0,1,"$30,000-$50,000"
1024117340,0,0,Married,College graduate,White,Long,5,2,1,Medium,0,0,1,"$100,001-$150,000"
1024117404,1,0,Divorced/Widowed/Separated,College graduate,White,Long,4,2,1,Low,1,0,0,"$50,001-$75,000"
1024117471,0,2,Married,Post graduate study/degree,White,Long,2,2,1,Low,1,0,1,"$75,001-$100,000"
1024118150,0,0,Married,Post graduate study/degree,White,Short,6,2,1,Medium,0,0,1,"$50,001-$75,000"
1024118192,0,0,Married,Post graduate study/degree,White,Medium,4,2,1,Medium,0,0,1,"$50,001-$75,000"
1024119156,0,1,Married,College graduate,White,Short,2,2,0,Medium,1,1,1,"$100,001-$150,000"
1024122602,0,1,Living With Sig Oth/Dom Prtnr,Some college,White,Medium,3,1,0,Low,1,1,0,"$50,001-$75,000"
1024124397,0,1,Divorced/Widowed/Separated,Post graduate study/degree,Hispanic,Medium,3,1,0,Medium,1,1,0,"$30,000-$50,000"
1024124435,0,0,Married,College graduate,White,Medium,4,0,1,Low,1,0,0,"$100,001-$150,000"
1024127167,0,1,Married,Some college,White,Short,2,1,1,Medium,1,0,0,"$100,001-$150,000"
1024129208,0,0,Married,Some college,African-American/Black,Medium,3,1,0,Medium,1,0,0,"$50,001-$75,000"
1024133400,0,2,Married,High school graduate or less,White,Medium,5,1,0,Medium,0,0,1,"$30,000-$50,000"
1024133922,0,1,Married,College graduate,White,Short,3,2,0,Low,1,0,0,"$75,001-$100,000"
1024135453,0,2,Married,Post graduate study/degree,White,Long,3,1,1,Low,0,1,0,"$150,001-$200,000"
1024135518,0,1,Divorced/Widowed/Separated,College graduate,White,Medium,6,2,0,Medium,0,0,1,"$50,001-$75,000"
1024137200,0,1,Married,Post graduate study/degree,White,Medium,5,2,0,Medium,0,1,0,"$100,001-$150,000"
1024138703,0,1,Married,College graduate,White,Medium,6,2,0,Medium,0,0,1,"$150,001-$200,000"
1024140856,0,2,Married,Some college,White,Long,6,2,1,Low,1,0,0,"$75,001-$100,000"
1024141054,0,0,Single/Not Married,College graduate,White,Short,2,1,1,High,0,1,0,"$30,000-$50,000"
1024141917,0,0,Single/Not Married,College graduate,African-American/Black,Short,3,2,0,Low,1,1,0,"$75,001-$100,000"
1024142867,0,1,Married,Some college,White,Long,6,1,1,Low,1,0,0,"$30,000-$50,000"
1024143499,0,0,Married,Post graduate study/degree,White,Short,6,1,0,High,0,1,0,"$200,001-$250,000"
1024144860,0,1,Married,Post graduate study/degree,White,Medium,4,1,0,Low,1,0,0,"$100,001-$150,000"
1024144886,0,0,Single/Not Married,Some college,White,Long,3,1,0,High,1,0,0,"$30,000-$50,000"
1024148679,0,1,Married,High school graduate or less,White,Medium,6,2,0,Medium,0,1,1,"$50,001-$75,000"
1024148750,0,0,Married,Some college,White,Short,2,0,1,Medium,1,0,0,"$50,001-$75,000"
1024150622,0,2,Divorced/Widowed/Separated,Some college,White,Long,6,2,1,Medium,0,0,1,"$75,001-$100,000"
1024155764,0,0,Married,High school graduate or less,African-American/Black,Short,3,1,0,Medium,1,0,0,"$75,001-$100,000"
1024155861,0,1,Married,College graduate,White,Medium,5,2,0,Low,1,0,0,"$75,001-$100,000"
1024155977,0,0,Single/Not Married,College graduate,White,Short,5,0,0,Medium,1,0,0,"$50,001-$75,000"
1024156930,0,2,Married,Post graduate study/degree,White,Medium,4,2,1,High,1,1,0,"$100,001-$150,000"
1024157775,0,0,Divorced/Widowed/Separated,Some college,White,Long,6,2,1,Low,1,0,0,"$75,001-$100,000"
1024157783,0,0,Married,Some college,White,Long,6,2,1,Low,1,0,0,"$50,001-$75,000"
1024158895,1,0,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Long,2,1,1,Medium,1,0,0,"$50,001-$75,000"
1024159654,0,0,Single/Not Married,College graduate,White,Long,2,1,1,Low,0,0,1,"$50,001-$75,000"
1024160776,0,0,Married,Some college,Hispanic,Medium,3,2,1,High,1,1,0,"$150,001-$200,000"
1024160806,1,1,Married,High school graduate or less,White,Short,4,1,0,Low,1,0,0,"$30,000-$50,000"
1024161624,0,1,Single/Not Married,College graduate,White,Medium,5,2,0,Low,1,0,0,"$50,001-$75,000"
1024165301,0,0,Single/Not Married,Some college,African-American/Black,Medium,2,1,0,Low,1,0,0,"$50,001-$75,000"
1024165999,0,2,Married,College graduate,White,Long,4,2,1,Low,0,0,1,"$100,001-$150,000"
1024167517,0,2,Married,High school graduate or less,White,Medium,2,2,0,High,0,0,1,"Under $30,000"
1024168041,0,1,Single/Not Married,College graduate,African-American/Black,Medium,3,2,0,Medium,1,0,0,"$100,001-$150,000"
1024169544,0,0,Married,College graduate,White,Long,6,2,1,Low,0,0,1,"$100,001-$150,000"
1024170151,0,1,Married,Post graduate study/degree,White,Medium,3,1,0,Low,1,0,1,"$100,001-$150,000"
1024171000,0,1,Divorced/Widowed/Separated,Some college,White,Medium,4,2,1,Low,0,0,1,"$30,000-$50,000"
1024172448,0,1,Married,Some college,White,Medium,2,2,0,Medium,0,1,0,"$75,001-$100,000"
1024174394,0,1,Married,College graduate,White,Medium,4,2,0,Medium,0,0,1,"$100,001-$150,000"
1024174793,0,0,Married,High school graduate or less,White,Short,1,0,0,Low,1,0,0,"$50,001-$75,000"
1024174874,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,4,2,1,Medium,1,0,0,"$50,001-$75,000"
1024175781,0,0,Married,College graduate,White,Medium,2,1,0,Low,1,0,0,"$100,001-$150,000"
1024179973,0,2,Divorced/Widowed/Separated,Some college,White,Short,6,2,1,Medium,1,0,0,"$30,000-$50,000"
1024180467,0,0,Married,College graduate,White,Short,1,1,1,Medium,0,1,1,"$75,001-$100,000"
1024181870,0,0,Divorced/Widowed/Separated,College graduate,White,Long,3,0,1,Medium,1,0,0,"$75,001-$100,000"
1024183482,0,0,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Long,5,2,1,Medium,1,1,0,"$100,001-$150,000"
1024184845,0,0,Married,College graduate,Asian,Long,4,1,0,Medium,1,0,0,"$100,001-$150,000"
1024185205,0,0,Married,Some college,White,Long,4,2,1,High,1,0,0,"$150,001-$200,000"
1024188557,0,0,Married,Post graduate study/degree,White,Medium,2,1,1,Low,1,0,0,"$75,001-$100,000"
1024189170,0,0,Married,Post graduate study/degree,White,Long,5,2,1,Low,1,0,0,"$75,001-$100,000"
1024193330,1,0,Divorced/Widowed/Separated,Some college,White,Long,3,2,0,Medium,1,0,0,"$50,001-$75,000"
1024199974,0,0,Married,College graduate,White,Long,4,0,1,Low,1,0,0,"$100,001-$150,000"
1024207403,0,2,Married,College graduate,White,Medium,4,2,1,High,0,0,1,"$250,001-$299,999"
1024209929,0,1,Married,College graduate,Hispanic,Long,6,2,1,Low,1,0,0,"$50,001-$75,000"
1024210684,0,0,Married,High school graduate or less,Hispanic,Medium,4,1,1,Low,1,0,0,"$50,001-$75,000"
1024211389,0,1,Married,Some college,White,Short,5,1,1,Medium,1,0,0,"$300,000+"
1024211990,0,0,Married,Some college,White,Long,5,1,1,Low,1,0,0,"Under $30,000"
1024217689,0,0,Divorced/Widowed/Separated,Some college,White,Long,5,1,0,Medium,1,0,0,"$30,000-$50,000"
1024223298,0,0,Divorced/Widowed/Separated,Some college,White,Long,6,2,0,Medium,0,1,0,"Under $30,000"
1024223425,0,1,Married,Post graduate study/degree,White,Long,3,2,1,Medium,1,0,0,"$100,001-$150,000"
1024223450,1,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,1,1,Low,1,1,0,"Under $30,000"
1024224340,0,0,Married,College graduate,White,Long,3,1,1,Medium,1,1,0,"$150,001-$200,000"
1024225738,0,1,Married,Post graduate study/degree,White,Long,3,1,1,Medium,0,0,1,"$150,001-$200,000"
1024226459,0,0,Divorced/Widowed/Separated,Some college,White,Long,3,1,1,Low,1,1,0,"$30,000-$50,000"
1024229431,0,2,Married,Post graduate study/degree,White,Medium,4,2,1,Medium,1,1,0,"$150,001-$200,000"
1024229458,0,0,Married,College graduate,White,Long,5,2,0,Low,0,0,1,"$100,001-$150,000"
1024230260,0,1,Married,Some college,White,Long,3,2,0,Low,1,0,0,"$100,001-$150,000"
1024230421,0,2,Married,College graduate,White,Long,4,2,1,Medium,1,0,0,"$150,001-$200,000"
1024230936,0,0,Married,College graduate,White,Long,5,1,0,Low,0,0,1,"$50,001-$75,000"
1024230987,0,1,Married,College graduate,White,Long,5,1,1,Low,0,0,1,"$50,001-$75,000"
1024232530,1,2,Married,Post graduate study/degree,White,Long,4,2,1,Low,0,0,1,"$100,001-$150,000"
1024232963,0,2,Married,High school graduate or less,White,Long,6,1,1,Medium,1,0,0,"$50,001-$75,000"
1024233366,0,2,Married,Some college,White,Long,5,1,1,Medium,0,1,0,"$75,001-$100,000"
1024236357,0,1,Divorced/Widowed/Separated,College graduate,White,Medium,4,2,0,Medium,0,1,0,"$75,001-$100,000"
1024238023,0,2,Married,Some college,White,Long,6,1,1,Low,0,0,1,"$100,001-$150,000"
1024238090,1,0,Single/Not Married,Post graduate study/degree,White,Long,3,2,1,Medium,1,1,0,"$75,001-$100,000"
1024241393,0,0,Married,College graduate,White,Long,4,1,1,Medium,0,1,0,"$150,001-$200,000"
1024243540,0,2,Single/Not Married,Post graduate study/degree,White,Long,4,2,0,High,0,1,0,"$100,001-$150,000"
1024243701,0,2,Divorced/Widowed/Separated,College graduate,White,Long,6,1,1,Medium,1,0,0,"$100,001-$150,000"
1024243817,0,1,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,4,1,0,Low,1,0,1,"$75,001-$100,000"
1024244767,1,0,Married,College graduate,White,Long,2,2,1,Low,0,0,1,"$200,001-$250,000"
1024245453,1,0,Single/Not Married,Some college,White,Long,4,2,1,High,1,0,0,"$75,001-$100,000"
1024245933,0,0,Married,College graduate,White,Long,4,1,1,Low,1,1,0,"$100,001-$150,000"
1024248169,0,1,Married,College graduate,White,Long,4,1,1,Medium,1,1,0,"$100,001-$150,000"
1024248762,0,1,Single/Not Married,Post graduate study/degree,White,Short,4,0,1,Low,1,0,0,"$75,001-$100,000"
1024248797,0,1,Single/Not Married,College graduate,White,Short,3,2,1,High,0,1,0,"$75,001-$100,000"
1024249092,0,1,Married,College graduate,White,Long,2,1,1,Medium,1,1,0,"$100,001-$150,000"
1024251968,0,1,Married,Some college,White,Medium,2,1,0,Low,1,0,0,"$75,001-$100,000"
1024253057,0,1,Married,Post graduate study/degree,White,Long,4,1,1,Low,1,0,0,"$150,001-$200,000"
1024253375,0,1,Married,High school graduate or less,White,Medium,4,1,1,Medium,1,1,1,"$100,001-$150,000"
1024255297,0,1,Divorced/Widowed/Separated,College graduate,White,Medium,4,1,1,Low,0,1,0,"$50,001-$75,000"
1024255688,0,1,Married,Post graduate study/degree,White,Medium,5,2,0,Low,0,1,0,"$50,001-$75,000"
1024256188,0,0,Single/Not Married,College graduate,White,Medium,5,2,0,Medium,0,0,1,"$100,001-$150,000"
1024256560,0,1,Married,College graduate,White,Medium,5,2,0,Medium,0,1,0,"$100,001-$150,000"
1024256676,0,0,Married,College graduate,White,Long,3,1,1,Medium,0,1,0,"$75,001-$100,000"
1024256927,1,0,Married,Some college,White,Long,6,1,1,Low,0,0,1,"$30,000-$50,000"
1024257621,0,0,Married,College graduate,White,Long,6,1,1,Low,1,0,0,"$100,001-$150,000"
1024258199,0,2,Married,High school graduate or less,White,Long,4,1,1,Medium,0,0,1,"$100,001-$150,000"
1024258466,0,2,Divorced/Widowed/Separated,Some college,White,Medium,5,2,1,Medium,0,0,1,"$50,001-$75,000"
1024258911,1,1,Married,College graduate,African-American/Black,Long,5,1,0,Medium,0,1,0,"$75,001-$100,000"
1024260037,0,1,Married,College graduate,White,Long,2,2,0,Medium,0,0,1,"$30,000-$50,000"
1024262021,0,0,Married,Post graduate study/degree,White,Medium,5,1,1,Low,0,0,1,"$100,001-$150,000"
1024262498,0,0,Divorced/Widowed/Separated,High school graduate or less,White,Medium,6,1,0,Medium,1,1,0,"$30,000-$50,000"
1024262528,0,1,Married,High school graduate or less,White,Medium,5,2,0,Medium,0,1,0,"$50,001-$75,000"
1024262790,0,1,Married,Some college,White,Medium,2,1,0,Low,0,1,1,"$50,001-$75,000"
1024263478,0,0,Married,High school graduate or less,Asian,Long,3,2,0,Low,1,0,0,"$50,001-$75,000"
1024263567,0,0,Married,College graduate,White,Long,3,1,1,Medium,1,0,0,"$150,001-$200,000"
